species,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
Fragilariaceae sp. 1 MPA-2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06930018,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragum fragum,130.7571342,254.9884914,124.7677042,170.2544363,172.9864775,854.8195683,148.4437325,446.5964999,182.5056868,154.7447449,3989.864616,275.8302554,154.8865336,181.3957565,403.574,459.8021897,427.5696021,200.7196779,281.8582832,143.570468,322.0156782,252.9995539,892.021539,364.4544662,162.8368875,132.2528901,263.8945158,839.1270183,464.7489885,870.4467968,893.780609,374.2934689,301.0083118,293.4348654,524.7116017,166.8720941,10.16999933,6.891580849,9.597515708,4.934911196,32.69035794,672.2648808,8.99658985,307.9975861,14.03889899,36.49640209,3862.605433,45.0876379,7.446467961,8.848573486,18.62649231,171.0008144,208.746102,44.76482024,75.94109184,22.97127488,147.4651236,128.0057267,142.8899199,213.7402132,3.04368014,3.040296323,18.3048219,385.6593872,125.1759453,488.0167692,8.015969588,83.60507038,129.4054425,87.09253996,130.8371786,30.73959627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankliniella occidentalis,8.717142281,22.05305872,64.44046261,20.97337258,16.34517897,69.54464284,25.49033791,35.19972413,23.86612828,86.13150894,67.9679728,106.0885598,31.27516544,47.19239192,23.28311539,115.2672156,64.78327304,57.76105838,32.12892347,53.12107317,55.67560791,124.9938272,76.30044268,72.61686732,31.95864147,15.20148161,35.08424198,137.0291595,85.22617554,121.0384599,14.69594424,33.44202815,257.404304,202.3226698,118.5711931,235.6702381,8.717142281,22.05305872,64.44046261,20.97337258,16.34517897,69.54464284,25.49033791,35.19972413,23.86612828,83.21179677,67.9679728,106.0885598,31.27516544,47.19239192,23.28311539,115.2672156,64.78327304,54.87300546,32.12892347,53.12107317,55.67560791,124.9938272,76.30044268,72.61686732,31.95864147,15.20148161,35.08424198,137.0291595,85.22617554,121.0384599,14.69594424,33.44202815,257.404304,202.3226698,118.5711931,235.6702381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraxinus pennsylvanica,130.7571342,317.0127191,289.2965449,240.5769208,224.7462109,265.1389508,151.4425958,155.0987844,204.9679252,289.0515046,315.2557036,318.2656793,177.2259375,176.9714697,169.1906385,240.6678128,290.8049145,184.8353868,235.1253036,488.1395913,400.2624785,317.7553921,370.4039672,253.4739708,325.673775,498.608597,567.449479,278.2963343,318.2664993,275.5556428,231.1271231,535.0724504,219.4266198,214.3816368,160.8206987,212.2495933,219.3814141,268.7716531,828.1284983,271.4201158,152.5550037,346.2743675,83.96817193,69.29945688,162.8512282,350.3654601,76.64473529,14.58717697,75.95397321,88.48573486,653.4794385,31.66681747,64.78327304,82.30950819,112.4512322,93.32080421,96.30375422,33.13089396,30.52017707,21.92207315,453.5083409,696.227858,266.9453194,25.42809146,29.29649784,37.34165252,197.7272498,245.6702837,7.032904482,16.07862276,12.26598549,5.855161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fukomys damarensis,0,8.269897019,5.484294691,7.402366794,16.34517897,11.59077381,8.99658985,10.99991379,11.23111919,7.299280418,26.03028746,13.26106997,20.85011029,5.89904899,37.25298462,48.13356256,15.83591119,17.32831751,8.762433674,11.48563744,13.54271544,9.035698353,22.19649242,17.81168444,15.2184007,33.44325955,13.72861643,11.30137398,26.63317986,47.64279805,29.39188849,20.57970963,35.16452241,24.11793414,28.62063282,40.98612837,0,8.269897019,5.484294691,7.402366794,16.34517897,11.59077381,8.99658985,10.99991379,11.23111919,7.299280418,26.03028746,13.26106997,20.85011029,5.89904899,37.25298462,48.13356256,15.83591119,17.32831751,8.762433674,11.48563744,13.54271544,9.035698353,22.19649242,17.81168444,15.2184007,33.44325955,13.72861643,11.30137398,26.63317986,47.64279805,29.39188849,20.57970963,35.16452241,24.11793414,28.62063282,40.98612837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fundulus heteroclitus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.717142281,31.70127191,12.33966305,13.57100579,20.43147371,18.83500744,16.49374806,19.79984482,19.65445858,17.518273,30.3686687,75.58809883,35.74304621,10.32333573,21.73090769,62.06696225,35.99070724,12.99623813,16.06446174,68.91382465,43.63763863,22.58924588,20.80921164,31.51298016,3.04368014,4.560444484,24.4064292,33.90412195,39.94976979,37.34165252,10.68795945,46.30434667,18.28555165,12.05896707,24.53197099,23.42064478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furcula furcula,219.3814141,169.5328889,316.7180184,191.2278088,185.2453617,237.610863,146.9443009,137.4989224,143.1967697,211.6791321,130.1514373,155.1545187,123.6113682,156.3247982,204.8914154,157.0674147,198.668704,239.7083923,214.679625,157.9275148,222.7024316,170.172319,158.1500085,231.5518977,217.62313,142.8939272,202.8784428,206.2500752,291.6333194,189.283549,108.2155894,141.4855037,135.031766,152.7469162,115.8454185,111.2480627,23.24571275,63.40254381,67.18260996,44.41420077,42.22504568,23.18154761,28.48920119,17.59986206,23.86612828,40.87597034,28.92254162,26.52213994,26.80728466,38.34381844,57.43168462,48.13356256,66.22290133,73.64534943,64.25784695,37.32832168,45.14238479,87.34508408,74.91316191,101.3895883,138.4874464,71.44696359,85.42250221,49.44351118,195.753872,103.0114552,34.73586821,29.5833326,25.31845613,24.11793414,19.08042188,14.63790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusarium graminearum,1.452857047,9.648213189,2.742147345,2.467455598,14.98308072,10.14192708,32.98749612,18.69985344,28.07779797,4.379568251,28.92254162,38.45710292,31.27516544,51.61667867,23.28311539,41.80019906,18.71516777,25.99247627,18.98527296,21.5355702,33.10441551,13.55354753,24.97105397,23.29220273,6.087360281,13.68133345,30.50803651,21.19007622,21.30654389,16.73936148,4.007984794,20.57970963,21.09871344,10.71908184,12.26598549,1.463790299,1.452857047,9.648213189,2.742147345,2.467455598,14.98308072,10.14192708,32.98749612,18.69985344,28.07779797,4.379568251,28.92254162,38.45710292,31.27516544,51.61667867,23.28311539,41.80019906,18.71516777,25.99247627,18.98527296,21.5355702,33.10441551,13.55354753,24.97105397,23.29220273,6.087360281,13.68133345,30.50803651,21.19007622,21.30654389,16.73936148,4.007984794,20.57970963,21.09871344,10.71908184,12.26598549,1.463790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusarium solani,171.4371315,85.45560253,191.9503142,108.5680463,104.8815651,89.828497,46.48238089,26.3997931,77.21394443,45.25553859,8.676762486,0,26.80728466,36.86905619,74.50596923,2.533345398,15.83591119,20.21637043,23.3664898,14.3570468,24.07593855,6.023798902,0,2.740259144,30.4368014,47.12459301,6.101607301,0,0,5.150572762,72.14372629,43.73188297,2.813161793,0,2.725774554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusarium solani-melongenae,5.811428187,9.648213189,6.855368363,16.03846139,0,15.93731398,5.997726567,6.599948274,8.423339392,32.11683384,17.35352497,46.4137449,8.935761554,20.64667147,12.41766154,26.60012668,44.62847698,14.44026459,11.6832449,63.17100593,25.58068471,10.54164808,11.09824621,10.96103658,12.17472056,0,32.03343833,32.4914502,74.5729036,47.64279805,1.335994931,73.31521556,19.69213255,16.07862276,16.35464732,11.71032239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadus morhua,42.13285436,95.10381572,43.87435752,49.34911196,230.1946039,165.1685267,502.3095999,985.5922756,301.8363282,183.9418665,202.4577913,294.3957534,1303.131893,501.4191642,566.5558077,178.6008505,254.8142073,213.715916,350.497347,334.5191905,219.6929393,185.2318162,276.0688744,216.4804724,972.4558049,408.9198554,312.7073742,245.8048841,183.768941,151.9418965,212.4231941,59.16666519,399.4689745,187.5839322,173.0866842,169.7996747,92.982851,121.2918229,60.3272416,123.3727799,228.8325056,205.7362351,532.2982328,1157.190931,334.1257959,255.4748146,449.7455222,543.7038688,1382.064454,631.198242,637.9573616,694.136639,667.9875265,353.7864826,522.8252092,483.8324772,625.9744024,385.5231297,416.1842328,404.1882238,983.1086854,515.3302267,346.2662143,583.4334319,511.3570533,806.0646372,324.6467683,249.5289793,427.6005925,237.1596857,239.8681608,223.9599157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallus gallus,265.8728396,483.7889756,296.1519133,301.029583,418.164162,337.5812871,866.6714889,822.7935515,530.6703817,366.423877,617.4962636,713.4455644,1127.395249,993.9897549,835.0877385,1000.671432,1081.160846,938.6171986,966.7885154,671.9097903,687.668995,841.8258965,935.027243,1064.590678,570.6900263,492.5280043,453.0443421,574.9574014,809.6486677,645.1092384,578.4858052,439.8912934,931.1565534,801.2513677,651.4601184,689.4452307,46.4914255,34.45790425,183.7238721,56.75147876,1221.802128,47.81194195,94.46419342,54.99956895,103.8878525,167.8834496,41.93768535,46.4137449,180.2045247,166.648134,217.3090769,120.3339064,285.0464014,164.6190164,163.5654286,83.27087145,121.8844389,256.0114533,337.1092286,209.6298245,185.6644886,106.4103713,67.11768031,52.26885467,54.59801871,38.62929571,53.43979725,25.72463704,14.06580896,32.15724553,21.80619643,21.95685448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambusia affinis,45.03856845,33.07958808,13.71073673,97.46449612,14.98308072,31.87462797,50.98067582,20.8998362,47.73225656,58.39424335,82.42924361,15.91328396,61.06103728,41.29334293,10.86545385,40.53352637,59.02475988,129.9623813,99.30758164,14.3570468,182.0742853,43.67254204,18.03465009,49.3246646,13.69656063,12.16118529,45.76205476,5.650686992,5.326635972,2.575286381,66.79974656,87.46376593,0,21.43816368,8.177323662,5.855161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gari tellinella,110.4171356,288.0680795,154.931325,182.5917143,50.39763516,56.50502231,46.48238089,41.7996724,37.90502726,86.13150894,62.18346448,27.84824694,49.14668855,66.36430114,114.8633692,64.60030764,40.30959211,8.664158757,102.2283929,57.42818721,49.65662327,57.22608957,52.71666949,64.39608989,146.0966467,218.9013353,71.69388579,26.84076321,15.97990791,29.61579338,120.2395438,42.44565112,75.9553684,30.8173603,53.1526038,45.37749926,24.6985698,22.05305872,2.742147345,61.68638995,20.43147371,33.3234747,0,2.199982758,2.807779797,21.89784125,11.56901665,9.28274898,10.42505515,11.79809798,0,13.93339969,17.27553948,11.55221168,33.58932909,20.09986552,25.58068471,46.68444149,34.6820194,93.1688109,86.744884,205.2200018,111.3543332,8.476030487,0,0,62.79176177,66.8840563,2.813161793,5.359540921,2.725774554,16.10169329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasterosteus aculeatus,5.811428187,6.891580849,21.93717876,7.402366794,23.15567021,44.9142485,37.48579104,23.09981896,25.27001818,29.19712167,23.1380333,38.45710292,38.7216334,20.64667147,12.41766154,38.00018097,21.59442435,44.76482024,17.52486735,33.02120764,34.60916167,27.10709506,55.49123104,30.14285059,19.78392091,27.36266691,38.13504563,12.71404573,17.31156691,21.88993424,13.35994931,12.86231852,8.439485378,18.75839322,17.7175346,5.855161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastrodia flavilabella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699426151,0,0
Geaya wenzeli,7.264285234,13.7831617,2.742147345,14.80473359,8.172589486,11.59077381,11.99545313,6.599948274,39.30891716,40.87597034,49.16832075,87.52306181,8.935761554,14.74762248,7.761038462,58.26694415,56.1455033,36.10066149,20.44567857,11.48563744,16.55220776,39.15469286,30.52017707,32.88310973,0,1.520148161,10.67781278,74.87160264,102.5377425,68.2450891,0,7.717391112,50.63691227,80.39311381,58.60415291,52.69645076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geissleria decussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.80921164,0,30.4368014,0,0,0,0,0,0,0,0,0,0,0
Geotrypetes seraphini,540.4628214,259.1234399,91.86193607,338.0414169,238.3671933,150.6800595,340.3709827,368.497112,161.4473383,46.71539468,134.4898185,76.91420583,486.9990047,331.8215057,797.8347539,67.13365304,211.6253586,129.9623813,257.0313878,100.4993276,129.4081697,131.0176261,109.5951813,135.6428276,187.1863286,142.8939272,105.2527259,39.55480894,49.27138274,3.862929571,207.0792144,81.03260667,49.23033137,92.45208089,68.14436385,74.65330524,11.62285637,11.02652936,26.05039978,17.27218919,27.24196495,27.52808779,125.9522579,262.8979396,71.59838483,46.71539468,43.38381243,71.60977784,134.0364233,143.051938,175.3994692,59.53361685,107.9721217,70.75729651,42.35176276,28.7140936,72.22781566,124.9938272,104.0460582,76.72725604,12.17472056,18.24177794,38.13504563,39.55480894,46.60806475,3.862929571,70.80773136,65.59782445,46.41716958,87.09253996,62.69281474,74.65330524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum urbanum,434.404257,989.63101,1187.3498,590.9556157,518.9594324,546.2152157,325.3766662,222.1982586,456.2642171,654.0155255,297.9021787,153.8284117,1501.207941,2600.005843,3421.065754,1625.141073,2339.395971,1813.697233,416.2155995,954.7436123,886.2954881,739.4213152,915.6053122,445.2921109,873.5362003,1159.873047,576.6018899,316.4384715,98.54276547,190.5711922,1011.348163,429.6014386,98.46066274,132.6486378,132.2000659,247.3805605,39.22714026,27.5663234,35.64791549,32.07692277,16.34517897,34.77232142,61.47669731,229.8981982,16.84667878,30.65697776,34.70704994,41.10931691,1349.299995,2392.064366,2947.642408,1490.873767,2111.934701,1428.142168,238.0461148,577.1532814,352.1106014,283.1185484,371.791248,193.1882697,156.7495272,267.5460764,222.7086665,76.28427439,38.61811079,18.02700467,32.06387835,52.73550593,60.48297854,72.35380243,24.53197099,51.23266046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibbula magus,809.2413751,1248.75445,944.6697604,952.4378609,854.0356013,922.9153644,1000.120905,661.0948188,850.7572786,1071.534365,986.2586692,1255.823326,1099.098671,1145.890266,1005.830585,1152.672156,1282.708806,1244.750808,1060.254475,895.8797204,1038.27485,933.6888298,733.8715305,928.9478499,1097.246691,927.2903785,1092.187707,815.1115985,1013.392494,1042.990984,992.644234,1032.844177,1132.297622,1397.500295,1012.625247,1012.942887,56.66142483,88.21223487,119.2834095,45.64792856,36.77665269,76.78887647,40.48465432,27.49978447,61.77115554,62.7738116,85.32149778,29.17435394,138.5043041,194.6686167,232.8311539,121.6005791,168.4365099,131.4064078,59.87663011,130.6491259,97.80850038,117.4640786,109.5951813,104.1298475,53.26440246,74.48725991,144.9131734,22.60274797,26.63317986,34.76636614,45.42382766,95.18115705,195.5147446,447.5216669,313.4640737,111.2480627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glabratella patelliformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.20338657
Glaucopsyche alexis,1524.047042,1022.710598,1645.288407,1566.834305,1703.984908,1008.397321,1126.073163,1295.789844,1234.019221,1471.534932,1460.588352,2540.821006,1243.56015,1519.005115,1539.790031,2025.409646,2218.467195,1539.332206,1385.924926,1612.296356,1774.095722,1376.438049,1234.679891,1646.895746,929.8442829,1542.950384,1142.525967,1755.950983,2250.503698,2290.717236,2495.638532,1542.191991,955.0684286,852.1670064,712.7900459,837.2880509,315.2699792,192.9642638,398.9824387,344.2100559,167.5380845,176.7593006,169.4357755,126.4990086,206.3718151,141.6060401,208.2422997,218.8076545,274.030021,368.6905619,214.2046616,188.7342321,260.5727205,258.4807362,178.1694847,426.40429,284.3970242,167.1604195,113.7570236,184.9674922,179.5771283,215.8610389,334.0629997,120.0770986,129.1709223,69.53273229,197.7272498,456.6123075,52.04349316,58.95495013,50.42682925,86.36362763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globorotalia inflata,0,0,37.01898916,0,5.448392991,21.73270089,7.497158208,24.19981034,96.86840301,589.7818578,1.446127081,6.630534985,2.978587185,11.79809798,3.104415385,6.333363495,11.51702632,8.664158757,14.60405612,8.614228081,4.514238479,6.023798902,2.774561552,6.85064786,0,0,1.525401825,12.71404573,6.658294964,2.575286381,12.02395438,12.86231852,19.69213255,8.039311381,32.70929465,108.3204821,0,0,37.01898916,0,5.448392991,21.73270089,7.497158208,24.19981034,96.86840301,589.7818578,1.446127081,6.630534985,2.978587185,11.79809798,3.104415385,6.333363495,11.51702632,8.664158757,14.60405612,8.614228081,4.514238479,6.023798902,2.774561552,6.85064786,0,0,1.525401825,12.71404573,6.658294964,2.575286381,12.02395438,12.86231852,19.69213255,8.039311381,32.70929465,109.7842724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glossina fuscipes,2.905714094,0,0,0,35.41455444,23.18154761,61.47669731,24.19981034,16.84667878,16.05841692,13.01514373,7.956641982,122.1220746,53.09144091,17.07428462,20.26676318,14.3962829,47.65287316,46.7329796,7.178523401,6.018984639,22.58924588,36.06930018,57.54544203,0,15.20148161,0,9.888702235,7.989953957,7.725859143,0,10.28985482,18.28555165,4.019655691,32.70929465,20.49306418,2.905714094,0,0,0,35.41455444,23.18154761,61.47669731,24.19981034,16.84667878,16.05841692,13.01514373,7.956641982,122.1220746,53.09144091,17.07428462,20.26676318,14.3962829,47.65287316,46.7329796,7.178523401,6.018984639,22.58924588,36.06930018,57.54544203,0,15.20148161,0,9.888702235,7.989953957,7.725859143,0,10.28985482,18.28555165,4.019655691,32.70929465,20.49306418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyphotaelius pellucidus,244.0799839,893.1488781,571.7377215,581.0857933,269.695453,431.7563243,247.4062209,185.898543,219.0068242,759.1251635,461.3145388,168.4155886,299.348012,325.9224567,493.6020462,243.2011582,318.157852,207.9398102,417.6760051,643.1956967,535.6896328,834.2961479,640.9237185,853.5907234,893.3201212,465.1653374,719.9896615,161.0445793,161.1307381,182.845333,505.006084,994.2572216,151.9107368,143.3677196,130.8371786,166.8720941,45.03856845,71.67244083,186.4660195,50.58283976,29.96616145,85.48195683,7.497158208,12.09990517,26.67390808,255.4748146,76.64473529,5.304427988,32.76445903,39.81858069,26.38753077,24.06678128,37.43033553,20.21637043,205.9171913,159.3632195,186.5885238,593.3441918,488.3228332,649.4414172,380.4600176,127.6924456,57.96526936,11.30137398,1.331658993,2.575286381,24.04790876,92.60869334,0,8.039311381,0,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphoneis minuta,52.30285368,6.891580849,57.58509425,25.90828378,89.89848434,47.81194195,227.9136095,327.7974309,96.86840301,80.2920846,127.2591831,104.7624528,385.7270404,392.2867579,448.5880231,380.0018097,345.5107896,238.2643658,239.5065204,216.7914067,349.101109,1054.164808,1102.888217,487.7661277,450.4646608,398.2788183,332.5375979,115.8390833,102.5377425,88.84738014,98.86362492,46.30434667,92.83433916,150.0671458,137.651615,112.711853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphonema affine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84386173,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphonema parvulum,0,0,0,0,0,0,0,0,0,0,1.446127081,0,0,0,0,0,2.87925658,0,0,2.87140936,9.028476958,39.15469286,59.65307337,8.220777433,0,0,3.050803651,0,0,0,0,2.572463704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonocerus acuteangulatus,193.2299872,133.6966685,124.7677042,240.5769208,239.7292916,194.1454613,130.4505528,91.29928446,147.4084394,89.0512211,88.21375194,30.50046093,190.6295798,140.1024135,114.8633692,26.60012668,64.78327304,147.2906989,80.32230868,41.63543573,73.73256182,34.63684369,26.35833474,80.83764475,127.8345659,135.2931864,111.3543332,19.77740447,31.95981583,19.31464786,351.3666669,226.3768059,11.25264717,40.19655691,13.62887277,14.63790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossypioides kirkii,34.86856912,46.86274977,38.39006283,54.28402316,40.86294743,53.60732886,80.96930865,126.4990086,65.98282524,64.23366768,75.19860821,115.3713087,122.1220746,84.06144811,90.02804616,302.734775,233.2197829,137.1825136,46.7329796,74.65664337,156.4936006,105.4164808,199.7684317,108.2402362,51.74256239,60.80592646,39.66044746,73.45893089,79.89953957,95.2855961,66.79974656,43.73188297,104.0869863,87.09253996,57.24126564,52.69645076,63.92571006,103.3737127,87.74871505,70.32248454,149.8308072,134.7427455,106.4596466,223.2982499,127.7539808,99.27021369,222.7035705,197.5899426,157.8651208,191.7190922,135.0420692,281.2013392,293.6841711,264.2568421,137.2781276,206.7414739,245.273624,191.2556151,234.4504511,187.7077514,129.356406,94.24918601,147.963977,96.06167886,123.8442863,90.13502333,109.5515844,114.4746348,40.79084599,73.69368766,39.52373103,65.87056344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossypium arboreum,0,2.75663234,9.597515708,0,8.172589486,0,19.49261134,31.89974999,8.423339392,16.05841692,11.56901665,25.19603294,26.80728466,13.27286023,21.73090769,36.73350827,70.5417862,4.332079378,10.22283929,11.48563744,13.54271544,9.035698353,8.323684656,20.55194358,9.131040421,9.120888969,1.525401825,14.12671748,45.27640576,61.80687314,37.40785808,5.144927408,151.9107368,77.71334335,87.22478573,130.2773366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
