species,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
[Candida] intermedia,0,0,0,0,2.724196495,0,0,0,0,0,0,0,0,8.848573486,0,12.66672699,2.87925658,15.88429105,17.52486735,4.307114041,3.009492319,105.4164808,43.00570406,58.9155716,16.74024077,3.040296323,3.050803651,0,7.989953957,0,0,0,0,0,0,0,0,0,0,0,2.724196495,0,0,0,0,0,0,0,0,8.848573486,0,12.66672699,2.87925658,15.88429105,17.52486735,4.307114041,3.009492319,105.4164808,43.00570406,58.9155716,16.74024077,3.040296323,3.050803651,0,7.989953957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Candida] subhashii,20.33999866,13.7831617,67.18260996,3.701183397,2.724196495,44.9142485,2.998863283,4.399965516,0,77.37237243,13.01514373,7.956641982,8.935761554,11.79809798,18.62649231,2.533345398,7.198141449,7.220132297,2.920811225,20.09986552,3.009492319,15.05949725,0,2.740259144,9.131040421,0,15.25401825,5.650686992,0,2.575286381,5.343979725,39.87318741,0,2.67977046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abra nitida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9296777,0,0,0,0,0,0,0
Abrostola tripartita,337.0628349,548.5698356,187.8370932,412.0650849,174.3485757,175.3104538,290.8897385,580.7954481,292.0090989,265.6938072,281.9947808,319.5917863,571.8887394,457.1762968,478.0799693,317.9348474,303.7615691,303.2455565,319.8288291,234.0198629,407.7862093,460.820616,459.1899369,406.9284829,210.0139297,241.7035577,355.4186253,276.8836626,225.0503698,251.0904221,296.5908747,342.1376726,160.3502222,249.2186528,228.9650625,219.5685448,159.8142751,154.371411,105.5726728,166.5532529,47.67343867,84.0331101,35.9863594,42.89966378,78.61783433,64.23366768,112.7979123,99.45802478,69.99679884,104.7081196,37.25298462,114.0005429,123.8080329,77.97742881,96.38677042,64.60671061,147.4651236,24.09519561,45.78026561,50.69479417,94.35408435,101.8499268,126.6083515,36.72946545,54.59801871,72.10801867,197.7272498,144.0579674,60.48297854,68.33414674,104.9423203,48.30507986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abrostola triplasia,540.4628214,927.6067823,418.1774702,719.2633068,854.0356013,556.3571427,1294.009507,1550.987844,749.6772059,705.1104884,915.3984422,1542.262438,3389.632216,2259.335763,2528.546331,1226.139173,1323.018398,1292.403681,1850.333911,954.7436123,1039.779596,1194.218132,948.9000508,1081.032232,1884.038007,1023.059713,1267.608917,1196.53297,1154.548347,1125.400148,1102.195818,1071.431133,701.8838673,731.5773357,550.6064599,642.6039412,97.34142214,143.3448817,28.79254713,56.75147876,147.1066107,81.13541665,595.2743617,804.093698,117.9267515,207.2995639,75.19860821,90.1752758,2646.474713,1470.337961,1850.231569,138.0673242,149.7213421,153.0668047,1054.412852,119.1634885,76.74205414,293.6601965,264.9706282,216.4804724,1366.612383,674.9457837,337.1138034,69.22091565,66.58294964,81.121521,531.7259827,51.44927408,53.45007406,58.95495013,35.4350692,26.34822538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthaster planci,29.05714094,30.32295574,17.82395774,45.64792856,38.13875093,69.54464284,46.48238089,70.39944826,74.40616463,42.33582643,120.0285477,205.5465845,56.59315651,73.73811238,38.80519231,149.4673785,148.2817138,108.3019845,58.4162245,109.1135557,105.3322312,79.81533545,72.13860035,93.1688109,13.69656063,4.560444484,106.7781278,125.7277856,210.4021209,204.7352673,17.36793411,124.7644896,43.60400779,103.1711627,62.69281474,80.50846643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthisitta chloris,8.717142281,5.513264679,10.96858938,0,2.724196495,11.59077381,19.49261134,8.799931032,2.807779797,8.759136502,14.46127081,18.56549796,11.91434874,28.0204827,12.41766154,7.600036193,11.51702632,5.776105838,7.302028062,8.614228081,4.514238479,12.0475978,4.161842328,8.220777433,18.26208084,4.560444484,19.83022373,11.30137398,14.64824892,29.61579338,13.35994931,10.28985482,42.19742689,41.53644214,27.25774554,40.98612837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthochromis polyacanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104415385,15.20007239,8.637769739,11.55221168,17.52486735,21.5355702,33.10441551,61.74393874,47.16754639,20.55194358,48.69888225,86.64844521,42.71125111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104415385,15.20007239,8.637769739,11.55221168,17.52486735,21.5355702,33.10441551,61.74393874,47.16754639,20.55194358,48.69888225,86.64844521,42.71125111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthopagrus latus,209.2114147,45.4844336,91.86193607,243.0443764,256.0744706,144.8846726,56.97840238,168.298681,87.04117372,576.643153,98.33664151,123.3279507,105.7398451,171.0724207,116.4155769,339.4682833,302.3219409,164.6190164,71.55987501,162.2346289,222.7024316,155.1128217,219.1903626,97.27919962,336.3266555,60.80592646,73.21928761,46.61816768,59.92465468,46.35515486,49.43181246,227.6630378,11.25264717,18.75839322,21.80619643,19.02927388,199.0414154,28.94463957,86.37764138,236.8757374,245.1776846,111.5611979,38.98522268,146.2988534,70.19449493,550.3657435,34.70704994,46.4137449,87.86832194,128.3043155,91.58025385,283.7346846,249.0556941,118.4101697,46.7329796,28.7140936,154.9888544,143.0652239,198.381151,80.83764475,333.2829754,60.80592646,33.55884016,5.650686992,14.64824892,11.58878871,49.43181246,24.43840519,2.813161793,0,14.99176005,8.782741793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.62403135
Accipiter gentilis,369.0256899,289.4463957,340.0262708,340.5088725,314.6446952,297.0135788,673.2448071,823.8935429,430.9941989,562.0445922,600.1427386,542.3777618,768.4754936,771.3006555,1091.202008,798.0038003,692.4612074,633.9276157,753.569296,391.9473777,660.5835641,921.641232,574.3342413,923.4673316,353.0668963,436.2825224,1136.42436,341.866563,347.5629971,354.1018774,419.5024084,340.8514408,454.3256295,557.3922558,418.406394,635.2849897,329.7985496,321.1476676,274.2147345,264.017749,192.0558529,211.531622,338.871551,358.5971896,307.4518878,418.978696,381.7775494,417.7237041,460.19172,495.5201152,746.6119,671.3365304,467.8791942,384.1110382,588.5434618,334.5191905,424.338417,796.6474048,491.0973947,782.3439857,249.5817715,323.7915584,1055.578063,354.5806087,374.196177,366.9783093,356.7106467,282.9710074,461.358534,558.732141,392.5115358,608.9367643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acentria ephemerella,36.32142617,30.32295574,37.01898916,65.38757335,72.19120713,46.36309523,95.96362506,152.8988017,49.13614645,39.41611426,46.27606659,137.9151277,87.86832194,75.21287463,97.78908462,296.4014115,299.4426843,99.6378257,89.08474236,51.68536849,275.3685472,91.86293325,180.3465009,69.87660818,74.57016344,60.80592646,51.86366206,43.79282419,46.60806475,50.21808443,44.08783273,60.45289704,52.04349316,37.51678645,42.24950559,26.34822538,98.79427918,126.8050876,329.0576814,120.9053243,128.0372353,156.4754464,140.9465743,169.3986724,130.5617606,169.3433057,86.76762486,200.2421566,153.39724,134.2033645,366.3210154,336.9349379,254.8142073,155.9548576,127.0552883,60.29959657,154.9888544,118.9700283,194.2193086,113.7207545,211.5357698,209.7804463,99.15111864,67.8082439,131.8342403,82.40916419,70.80773136,131.1956489,67.51588302,54.93529444,49.06394197,39.52233807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achnanthidium sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84386173,0,0,0,0,0,0,0,0,0,0,0,0,0
Acipenser ruthenus,246.985698,401.0900054,115.1701885,414.5325405,153.917102,249.2016369,109.4585098,129.7989827,155.8317788,254.0149586,212.5806809,212.1771195,202.5439285,240.3862464,707.8067077,252.0678671,267.7708619,268.5889215,219.0608419,265.6053658,151.9793621,195.7734643,173.410097,179.4869739,362.1979367,203.6998536,300.5041596,245.8048841,359.5479281,385.005314,316.6307987,176.2137637,298.19515,263.9573904,282.1176663,292.7580598,49.39713959,177.8027859,57.58509425,181.3579865,115.7783511,208.6339285,196.4255451,509.2960085,150.2162192,164.9637375,185.1042664,136.5890207,250.2013235,263.9824423,263.8753077,224.2010677,208.746102,155.9548576,221.9816531,328.7763718,182.0742853,224.3865091,167.8609739,217.850602,65.43912302,110.9708158,244.064292,108.7757246,139.8241943,227.9128447,121.5755387,150.4891267,230.679267,152.7469162,148.5547132,134.6687075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acleris emargana,135.1157054,212.2606902,194.6924615,203.5650868,205.6768354,197.0431547,583.2789086,452.0964568,324.2985666,312.4092019,520.6057491,582.1609717,1212.284984,527.9648846,377.1864693,559.8693329,475.0773356,540.0658958,424.9780332,350.311942,648.5455948,319.2613418,384.276775,759.0517829,246.5380914,560.9346716,276.0977304,336.215876,532.6635972,355.3895206,451.5662868,299.6920215,215.2068771,229.1203744,228.9650625,262.0184635,97.34142214,104.7520289,50.72972589,99.93195172,114.4162528,115.9077381,440.8329026,392.6969223,210.5834848,153.2848888,322.4863391,331.5267493,1097.609378,384.9129466,201.787,372.4017735,395.8977797,451.9802818,334.4328852,226.8413395,386.719763,310.2256434,332.9473862,675.473879,115.6598453,118.5715566,147.963977,264.1696169,304.9499094,254.9533517,169.6713563,141.4855037,201.1410682,179.5446209,190.8042188,191.7565291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acleris literana,566.6142483,279.7981825,804.8202458,442.9082799,117.1404493,1153.281994,238.409631,265.0979223,221.814604,1486.133493,299.3483058,161.7850536,479.5525367,395.2362824,687.6280077,962.6712512,669.4271548,272.9210008,403.071949,443.6327462,762.906303,668.6416781,536.8776603,712.4673775,630.0417891,799.5979329,558.297068,223.2021362,226.3820288,314.1849385,207.0792144,634.112303,213.8002962,259.9377347,260.3114699,281.0477374,797.6185187,190.2076314,1196.947316,561.3461486,133.4856283,1824.098028,328.3755295,358.5971896,259.7196313,2388.324553,270.4257641,54.37038688,417.0022058,320.0234077,706.2545,751.1369105,614.7212797,304.6895829,337.3536965,228.2770441,729.8018874,582.8025437,500.8083601,678.2141382,544.8187451,773.7554142,347.7916162,29.66610671,23.96986187,20.60229105,137.6074779,460.471003,5.626323585,12.05896707,50.42682925,14.63790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acleris sparsana,524.4813939,464.4925492,353.7370075,426.8698185,584.3401482,398.4328496,674.7442387,486.1961895,391.6852817,489.051788,488.7909534,319.5917863,942.7228439,547.1367939,599.1521693,361.0017192,532.6624672,509.7413402,712.6779389,554.1820066,511.6136943,548.1657001,500.8083601,579.564809,331.7611353,208.2602981,302.0295614,241.5668689,307.6132274,231.7757743,313.9588089,277.82608,188.4818401,175.5249652,231.6908371,259.0908829,8.717142281,17.91811021,45.2454312,24.67455598,8.172589486,15.93731398,10.49602149,3.299974137,5.615559595,5.839424335,23.1380333,7.956641982,10.42505515,2.949524495,111.7589539,7.600036193,11.51702632,0,2.920811225,70.34952933,12.03796928,9.035698353,0,2.740259144,73.04832337,3.040296323,21.35562555,0,1.331658993,2.575286381,12.02395438,32.1557963,0,0,0,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acoelopelophila lutheri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4807232
Acomys kempi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62285637,13.7831617,23.30825243,7.402366794,20.43147371,8.693080355,19.49261134,4.399965516,9.827229291,29.19712167,13.01514373,53.04427988,4.467880777,17.69714697,37.25298462,39.26685367,63.34364475,14.44026459,17.52486735,10.04993276,15.0474616,10.54164808,1.387280776,16.44155487,6.087360281,18.24177794,4.576205476,31.07877845,23.96986187,38.62929571,37.40785808,15.43478222,66.10930213,26.7977046,39.52373103,26.34822538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acomys percivali,26.15142684,60.64591147,13.71073673,78.95857914,21.79357196,56.50502231,44.98294925,29.69976723,50.54003635,36.49640209,40.49155827,43.7615309,41.70022058,106.1828818,54.32726923,59.53361685,59.02475988,34.65663503,86.16393113,44.50684509,58.68510023,76.803436,33.29473862,47.95453502,19.78392091,54.72533381,57.96526936,48.03083943,34.62313382,56.65630038,52.10380232,68.17028816,40.79084599,26.7977046,34.07218193,40.98612837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acomys russatus,5205.586799,2527.831856,1324.457168,2019.612407,1126.455251,1190.952009,1715.349798,1072.491595,1051.513534,1324.089468,1534.340833,885.839474,1666.51953,1448.216527,2418.339585,1086.805176,1302.863602,1162.4413,1231.121931,1671.160248,958.5233037,933.6888298,822.6575002,1213.934801,1955.56449,1892.584461,1655.06098,522.6885467,649.8495885,840.8310034,1687.361598,1768.568796,437.4466587,466.2800601,460.6558996,399.6147516,364.6671187,465.8708654,200.1767562,356.5473339,303.7479092,494.0567335,469.3221038,591.7953619,380.4541625,429.1976886,935.6442214,442.919737,525.7206381,591.3796613,1268.153685,805.6038365,729.8915429,410.1035145,708.296722,1546.253941,782.468003,680.6892759,560.4614335,824.8180024,785.2694762,557.8943753,1220.32146,179.409312,222.3870518,339.9378023,268.5349812,1277.228229,143.4712514,111.2104741,110.3938694,133.2049172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acrobasis suavella,187.418559,93.72549955,60.3272416,118.4378687,118.5025475,79.68656992,251.9045158,100.0992155,70.19449493,102.1899259,125.813056,132.6106997,190.6295798,144.5267003,102.4457077,100.0671432,112.2910066,112.6340638,538.889671,403.4330151,276.8732934,978.8673215,1018.26409,1287.921798,117.1816854,71.44696359,137.2861643,132.7911443,113.1910144,151.9418965,50.76780739,77.17391112,127.9988616,136.6682935,104.9423203,125.8859657,11.62285637,13.7831617,20.56610509,19.73964478,21.79357196,20.28385416,46.48238089,37.39970689,2.807779797,49.63510684,53.506702,50.39206589,38.7216334,48.66715417,12.41766154,53.20025335,50.38699014,40.43274086,464.4089847,354.619056,230.2261624,938.206679,969.7092624,1223.525708,30.4368014,22.80222242,65.59227849,55.09419817,53.26635972,74.68330505,8.015969588,34.72826,71.73562571,73.69368766,55.87837836,87.82741793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acrocephalus scirpaceus,187.418559,241.2053297,112.4280412,271.4201158,253.3502741,192.6966145,193.4266818,190.2985086,190.9290262,248.1755342,309.4711953,221.4598685,221.9047452,227.1133861,291.8150462,292.6013934,338.3126481,226.7121541,493.617097,255.5554331,520.6421712,811.706902,514.6811679,905.6556472,319.5864147,209.7804463,535.4160407,234.5035102,211.7337799,262.6792109,249.8310522,235.3804289,253.1845613,257.2579642,208.5217534,311.7873336,37.77428322,52.37601445,16.45288407,67.85502895,100.7952703,60.85156249,65.97499223,79.19937929,37.90502726,45.25553859,57.84508324,58.34870787,68.50750524,89.9604971,139.6986923,107.6671794,148.2817138,102.5258786,198.6151633,66.04241529,340.0726321,618.9453372,306.5890515,650.8115467,108.050645,86.64844521,346.2662143,45.20549593,53.26635972,54.081014,104.2076046,66.8840563,22.50529434,32.15724553,36.79795648,39.52233807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acronicta aceris,281.8542671,140.5882493,560.7691321,224.5384594,185.2453617,279.6274181,364.3618889,380.5970171,221.814604,407.2998473,381.7775494,208.1987985,632.9497767,365.7410374,482.7365923,362.2683919,381.5014968,226.7121541,299.3831505,271.3481846,255.8068471,314.7434926,377.3403711,290.4674693,637.6509894,408.9198554,228.8102738,156.806564,259.6735036,159.6677556,368.734601,277.82608,213.8002962,202.3226698,203.0702043,172.7272553,11.62285637,0,2.742147345,0,4.086294743,5.795386903,70.47328716,68.1994655,5.615559595,5.839424335,0,0,305.3051864,120.9305043,173.8472615,2.533345398,0,14.44026459,138.7385332,11.48563744,39.12340015,168.6663693,202.5429933,157.5649008,190.2300088,63.84622278,33.55884016,5.650686992,9.32161295,0,65.46375163,2.572463704,0,2.67977046,5.451549108,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acronicta leporina,180.1542738,173.6678374,178.2395774,134.4763301,175.7106739,178.2081473,173.9340704,233.1981723,131.9656505,252.5551025,245.8416038,335.5050703,288.9229569,172.547183,260.7708923,371.1351008,346.9504178,298.9134771,254.1105766,295.7551641,349.101109,501.4812586,446.7044099,469.9544432,311.9772144,155.0551125,227.284872,394.1354177,456.7590346,504.7561307,109.5515844,223.8043422,767.9931694,667.2628447,571.0497691,496.2249113,116.2285637,519.625196,551.1716164,260.3165656,125.3130388,307.1555059,145.4448692,169.3986724,150.2162192,804.3807021,766.4473529,279.8085764,145.950772,120.9305043,433.0659462,316.6681747,179.9535362,209.3838366,170.8674567,1002.121867,251.2926087,344.8624871,316.3000169,286.3570806,273.9312126,231.0625205,190.6752282,282.5343496,310.2765453,236.926347,97.52762998,244.3840519,313.6675399,250.5585381,234.4166116,273.7287859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acronicta psi,209.2114147,97.86044806,63.06938894,98.69822392,74.91540362,86.93080355,344.8692776,230.9981896,129.1578707,119.7081989,124.366929,193.6116216,358.9197557,275.7805403,322.8592,300.2014296,256.2538356,192.0555191,271.6354439,193.8201318,249.7878625,254.5055036,202.5429933,324.7207086,261.7564921,209.7804463,256.2675066,108.7757246,158.4674202,193.1464786,173.6793411,60.45289704,175.822612,127.2890969,156.7320369,155.1617717,0,0,2.742147345,0,0,5.795386903,11.99545313,10.99991379,5.615559595,0,0,0,26.80728466,32.44476945,82.2670077,46.86688986,23.03405264,20.21637043,81.78271429,25.84268424,46.64713095,103.9105311,69.3640388,149.3441234,121.7472056,106.4103713,205.9292464,0,0,0,40.07984794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinia tenebrosa,20.33999866,34.45790425,23.30825243,17.27218919,32.69035794,10.14192708,80.96930865,35.19972413,49.13614645,35.03654601,57.84508324,62.32702886,64.03962447,51.61667867,41.90960769,55.73359875,33.11145067,75.08937589,67.17865817,27.27838892,43.63763863,43.67254204,51.32938871,49.3246646,60.87360281,25.84251875,47.28745658,39.55480894,33.29147482,57.94394357,40.07984794,30.86956445,39.3842651,42.87632737,25.89485826,21.95685448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adalia bipunctata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07428462,0,0,0,29.20811225,5.742818721,45.14238479,48.19039121,45.78026561,24.6623323,76.09200351,80.56785256,96.10031499,8.476030487,0,2.575286381,0,2.572463704,0,2.67977046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07428462,0,0,0,29.20811225,5.742818721,45.14238479,48.19039121,45.78026561,24.6623323,76.09200351,80.56785256,96.10031499,8.476030487,0,2.575286381,0,2.572463704,0,2.67977046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adineta vaga,21.7928557,50.99769828,4.113221018,37.01183397,57.2081264,95.62388391,92.96476178,31.89974999,57.55948585,49.63510684,41.93768535,84.87084781,142.9721849,66.36430114,43.46181539,27.86679938,63.34364475,66.42521713,146.0405612,47.37825445,15.0474616,64.75583819,81.84956579,73.98699689,27.39312126,54.72533381,51.86366206,19.77740447,79.89953957,37.34165252,36.07186314,21.86594148,32.35136061,30.8173603,32.70929465,57.08782165,10.16999933,16.53979404,34.27684182,14.80473359,5.448392991,17.38616071,29.98863283,7.699939653,5.615559595,35.03654601,46.27606659,51.71817289,16.38222952,5.89904899,20.1787,95.00045242,44.62847698,49.09689962,10.22283929,50.24966381,3.009492319,69.27368737,66.58947725,31.51298016,16.74024077,7.600740807,9.152410952,60.74488516,75.90456259,78.54623462,2.671989863,24.43840519,132.2186043,112.5503593,95.40210939,130.2773366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aedes aegypti,0,0,0,0,0,11.59077381,0,5.499956895,0,0,47.72219367,0,0,0,0,0,2.87925658,0,0,0,0,0,0,0,0,0,0,24.01541971,2.663317986,1.28764319,0,0,0,0,690.9838495,0,0,0,0,0,0,11.59077381,0,5.499956895,0,0,47.72219367,0,0,0,0,0,2.87925658,0,0,0,0,0,0,0,0,0,0,24.01541971,2.663317986,1.28764319,0,0,0,0,690.9838495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agaricus bisporus,34.86856912,46.86274977,10.96858938,28.37573938,27.24196495,8.693080355,8.99658985,27.49978447,25.27001818,5.839424335,17.35352497,23.86992595,35.74304621,17.69714697,31.04415385,63.33363495,103.6532369,33.21260857,137.2781276,180.8987897,108.3417235,335.8267888,303.81449,247.9934525,381.9818576,474.2862264,164.7433971,14.12671748,1.331658993,7.725859143,8.015969588,20.57970963,11.25264717,13.3988523,10.90309822,8.782741793,164.1728463,162.641308,41.13221018,94.99704053,70.82910888,30.42578124,49.48124417,64.89949136,47.73225656,11.67884867,62.18346448,78.24031283,129.5685425,72.26335013,99.34129231,98.80047051,143.962829,76.53340235,184.0111072,238.3269769,132.4176621,362.9338838,355.1438787,289.0973397,435.2462601,500.1287451,202.8784428,38.14213719,21.30654389,42.49222529,24.04790876,36.01449186,49.23033137,48.23586829,38.16084376,38.05854777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agonopterix arenella,85.71856576,12.40484553,76.78012567,34.54437837,46.31134042,43.46540178,28.48920119,6.599948274,7.019449493,40.87597034,208.2422997,57.02260087,17.87152311,11.79809798,31.04415385,84.86707083,70.5417862,18.77234397,26.28730102,1092.571262,30.09492319,3.011899451,16.64736931,5.480518288,19.78392091,9.120888969,21.35562555,5.650686992,7.989953957,7.725859143,12.02395438,36.01449186,0,2.67977046,0,5.855161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
