species,CXD_0801_FDSW210423161-1r,CXD_0802_FDSW210423162-1r,CXD_0803_FDSW210423163-1r,CXD_0804_FDSW210423164-1r,CXD_0805_FDSW210423165-1r,CXD_0807_FDSW210423167-1r,CXD_1001_FDSW210423173-1r,CXD_1003_FDSW210423175-1r,CXD_1004_FDSW210423176-1r,CXD_1007_FDSW210423179-1r,CXD_1009_FDSW210423181-1r,CXD_1015_FDSW210423187-1r,CXD_1201_FDSW210423188-1r,CXD_1202_FDSW210423189-1r,CXD_1203_FDSW210423190-1r,CXD_1213_FDSW210423200-1r,CXD_1214_FDSW210423201-1r,CXD_1215_FDSW210423202-1r,CXD_0204_FDSW210423206-1r,CXD_0209_FDSW210423211-1r,CXD_0210_FDSW210423212-1r,CXD_0213_FDSW210423215-1r,CXD_0214_FDSW210423216-1r,CXD_0215_FDSW210423217-1r,CXD_1401_FDSW210423218-1r,CXD_1402_FDSW210423219-1r,CXD_1408_FDSW210423225-1r,CXD_1412_FDSW210423229-1r,CXD_1414_FDSW210423231-1r,CXD_1415_FDSW210423232-1r,CXD_1604_FDSW210423236-1r,CXD_1609_FDSW210423241-1r,CXD_1610_FDSW210423242-1r,CXD_1611_FDSW210423243-1r,CXD_1612_FDSW210423244-1r,CXD_1613_FDSW210423245-1r
Timema cristinae,58.11428187,103.3737127,46.61650487,60.45266215,66.74281413,63.74925594,61.47669731,85.79932756,42.11669696,74.45266027,101.2288957,128.6323787,312.7516544,230.0629106,298.0238769,2349.677856,2810.154422,763.889997,5799.270687,6454.928242,5006.290473,10836.81422,12378.70636,7206.881549,12821.50259,19226.83395,6580.583474,293.8357236,276.9850705,288.4320747,169.6713563,68.17028816,63.29614033,89.77231043,84.49901118,96.61015972
Alitta virens,21.7928557,28.94463957,35.64791549,17.27218919,187.9695582,94.17503718,148.4437325,300.2976465,108.0995222,106.5694941,101.2288957,116.6974157,99.78267068,144.5267003,128.8332385,163.4007782,172.7553948,137.1825136,96.38677042,91.88509953,245.273624,484.9158116,438.3807252,154.8246416,28.91496133,25.84251875,183.048219,1921.233577,41442.55952,20346.05005,30.72788342,176.2137637,229.2726861,352.3898155,337.9960447,118.5670142
Canis lupus,1032.98136,1385.207751,950.1540551,1534.757382,1063.798731,1593.731398,1436.455513,2248.382379,1153.997497,1643.79795,2021.685659,1636.416034,1782.68443,1728.421354,1826.948454,2071.009863,2084.581764,1835.35763,1767.090791,1516.104142,3141.909981,1923.097799,1871.441767,2029.161896,658.9567504,1059.543269,1500.995396,1131.55007,1777.764756,1617.279847,1067.45995,1591.068801,715.9496762,830.7288427,575.1384309,878.2741793
Mus musculus,752.5799502,857.3126576,319.4601657,709.3934844,1517.377448,1028.681175,2318.121318,3448.472973,1834.884098,2237.959376,1026.750227,1066.190026,1550.35463,1535.2275,1511.850292,1475.673694,1700.20101,1383.377348,1729.120245,1741.509777,1369.319005,2453.192103,2563.694874,3248.577215,1432.051506,1068.664158,2317.085373,1155.56549,990.7542907,925.815454,853.7007611,887.4999779,1243.417512,1457.79513,1595.941001,1225.19248
Streptopelia turtur,435.857114,391.4417922,368.8188179,394.7928957,941.2098891,743.2583704,1502.430505,1715.986551,578.4026383,645.256389,731.740303,726.7066344,4816.375477,3008.514985,3737.716123,976.6046509,1259.674754,1075.799712,2300.13884,582.8961002,615.4411793,783.0938572,771.3281115,1165.980266,3010.199659,1545.99068,2010.479606,706.335874,953.4678389,688.8891069,1068.795945,424.4565112,541.5336451,687.3611231,425.2208304,509.399024
Gouania willdenowi,642.1628147,820.0981211,271.4725872,531.7366814,636.0998817,363.6605282,676.2436704,567.5955516,501.1886938,300.7303532,770.7857341,632.5530376,1038.037634,864.2106771,658.1360616,938.6044699,931.4395035,811.5428702,3147.174095,1682.645885,1431.013598,2188.144951,1885.314575,3981.596537,695.4809121,627.8211907,555.2462644,419.5635091,812.3119857,692.7520365,657.3095062,315.1268037,334.7662533,321.5724553,310.7382992,313.2511239
Homo sapiens,642.1628147,665.72671,245.4221874,614.3964439,333.7140707,376.7001487,529.2993695,524.6958878,286.3935393,359.1245966,456.9761576,343.4617122,689.5429332,642.99634,578.9734693,477.5356075,524.0246975,544.3979752,1672.164426,742.2593197,1227.872866,2599.269226,2244.620296,3374.629136,3211.082548,1503.426532,701.6848396,316.4384715,502.0354403,391.4435299,331.326743,299.6920215,299.6017309,263.9573904,2806.184903,389.3682195
Mythimna ferrago,1048.962788,1502.364625,264.6172188,964.7751388,743.7056432,230.3666294,2689.980365,1046.091801,847.9494988,308.0296337,1156.901665,270.5258274,2308.405068,1566.197507,2977.134354,661.2031488,649.2723587,876.5240609,1834.269449,463.7326117,627.4791486,703.2785218,399.5368635,1426.304885,2602.34652,722.0703767,1465.911154,40.96748069,225.0503698,91.42266652,451.5662868,183.9311548,32.35136061,92.45208089,68.14436385,42.44991866
Cyprinus carpio,727.8813804,253.6101753,678.681468,1168.340226,1170.042395,454.9378719,1015.115221,1966.784586,1118.900249,418.978696,604.4811198,397.8320991,1032.080459,1393.650324,1365.942769,543.4025878,724.1330298,717.6811503,1051.492041,854.2442847,1006.675181,855.3794441,1426.124638,1067.330937,797.4441968,1330.129641,1961.666747,477.4830508,688.4676993,668.2868159,1768.857289,367.8623097,424.7874307,261.2776199,512.4456162,197.6116903
Danio aesculapii,258.6085543,330.7958808,367.4477443,376.2869787,615.6684079,643.2879463,439.333471,685.2946291,496.9770241,468.6138029,684.0181093,566.2476878,838.4722925,906.9787823,1053.949023,757.4702739,934.3187601,863.5278227,1276.394505,714.9809307,967.5517807,1484.866429,1015.489528,1704.441188,735.0487539,1457.822087,3421.476294,1093.407933,515.3520302,325.7737272,1003.332193,619.9637527,326.3267679,503.7968466,351.6249175,784.5916001
Haslea sp.,129.3042772,56.51096296,94.60408341,72.78994014,309.1963022,149.2312128,661.249354,1096.691405,219.0068242,200.0002835,370.2085327,289.0913254,1276.324609,926.1506915,1387.673677,1678.341326,1808.173132,713.349071,1003.298656,740.823615,1274.519997,2882.387775,2800.919887,2193.577445,1581.191833,1159.873047,1015.917616,637.1149583,435.4524907,408.1828914,338.0067176,105.4710119,308.0412163,294.7747506,344.8104811,305.9321724
Selenia dentaria,416.9699724,219.152271,652.6310682,853.7396369,787.2927871,84.0331101,191.9272501,1714.88656,621.9232251,169.3433057,260.3028746,278.4824694,245.7334427,572.2077521,721.776577,1053.871685,1059.566421,648.3678803,553.4937271,232.5841582,3563.238906,1385.473747,2304.273369,953.6101822,531.1221845,1698.005496,791.6835473,686.5584695,580.6033209,818.9410692,2017.352346,315.1268037,189.888421,297.4545211,611.9363874,99.53774032
Agriphila geniculea,957.4327938,489.3022403,361.9634496,755.041413,760.0508222,410.0236234,827.6862662,621.4951291,960.2606907,347.4457479,1537.233087,944.1881819,777.4112552,1094.273588,1331.7942,668.803185,777.3992765,1179.769617,1198.993008,587.2032142,833.6293725,1439.687938,1252.714541,1498.921752,1215.950216,252.3445948,846.598013,597.5601494,504.6987583,280.7062155,160.3193918,427.0289749,178.6357738,195.6232436,145.8289386,136.1324978
Epithemia pelagica,72.64285234,20.67474255,39.76113651,34.54437837,95.34687734,56.50502231,661.249354,1173.690801,134.7734303,144.5257523,219.8113163,159.1328396,1595.033437,1923.089971,1844.022739,1575.740837,1703.080267,765.3340235,718.5195613,581.4603955,1873.408969,1590.28291,1802.077728,1256.408818,663.5222706,857.3635631,633.0417575,235.9161819,105.2010604,131.3396054,205.7432194,43.73188297,132.2186043,162.1261129,73.59591296,111.2480627
Limnephilus marmoratus,947.2627945,485.1672918,732.1533412,771.0798744,760.0508222,434.6540178,818.6896763,1049.391776,626.1348948,583.9424335,843.0920882,681.6189965,1362.703637,1001.363566,828.8789077,752.4035832,813.3899837,841.8674259,955.1052705,641.759992,552.2418406,495.4574597,470.2881831,913.8764246,657.4349103,589.8174867,417.9601001,286.7723648,516.6836892,467.4144781,726.7812426,488.7681038,164.5699649,225.1007187,198.9815424,266.4098344
Cottoperca gobio,523.0285368,416.2514833,172.7552828,389.8579845,378.6633128,131.8450521,419.8408597,679.7946722,178.2940171,105.109638,268.9796371,270.5258274,589.7602625,504.3686887,802.491377,1056.405031,856.5788324,560.2822663,991.6154108,213.9199973,911.8761728,1212.289529,1055.720671,1979.837232,2378.63603,1026.100009,364.5710362,94.64900711,109.1960374,99.14852567,462.2542462,110.6159393,1236.384608,992.8549556,738.6849041,1011.479096
Laothoe populi,265.8728396,567.866262,226.227156,549.0088706,318.7309899,431.7563243,502.3095999,496.0961119,439.4175383,614.5994112,835.8614528,530.4427988,1218.242158,637.097291,495.1542539,955.071215,860.8977173,626.7074834,847.0352552,974.8434778,803.5344493,798.1533545,604.8544183,901.5452584,482.4233023,649.103265,953.3761408,405.4367916,680.4777454,1018.525764,676.0134352,703.568823,594.9837191,486.3783386,545.1549108,509.399024
Agonopterix subpropinquella,1073.661358,923.4718338,134.3652199,714.3283956,640.1861764,126.0496652,925.1493229,1476.188431,356.5880343,218.9784125,905.2755527,1201.452939,1776.727256,1082.47549,771.4472231,659.9364761,1292.786204,1061.359448,1261.790449,188.0773131,493.5567404,730.3856168,767.1662691,1212.564671,451.9865009,161.1357051,219.6578628,285.3596931,438.1158087,477.7156237,66.79974656,109.3297074,230.679267,164.8058833,186.715557,275.1925762
Oryzias latipes,191.7771302,394.1984246,215.2585666,414.5325405,237.0050951,208.6339285,347.8681409,472.996293,277.9701999,335.7668992,530.7286387,305.0046093,683.5857589,589.904899,977.8908462,695.4033117,816.2692403,724.9012826,994.536222,654.6813342,686.1642488,1522.515172,1247.165418,1714.032095,488.5106625,985.0560087,2440.64292,309.3751128,296.9599554,239.5016334,563.789861,222.5181104,133.6251851,207.6822107,160.8206987,316.1787045
Timema genevievae,588.407104,656.0784968,1068.066391,700.7573899,380.0254111,779.4795385,1064.596466,262.8979396,341.1452454,1185.40314,793.9237674,525.1383708,555.5065099,479.2977305,1016.696039,716.9367476,918.4828489,464.9765199,591.464273,445.0684509,826.1056417,546.6597503,450.8662522,585.0453273,908.5385219,364.8355588,863.3774331,402.6114482,751.055672,981.1841112,260.5190116,621.2499845,64.70272123,85.75265473,143.1031641,191.7565291
Sphaeramia orbicularis,145.2857047,285.3114472,83.63549403,218.3698204,107.6057616,60.85156249,791.6999068,786.493836,189.5251363,226.277693,358.6395161,165.7633746,1790.130898,712.3101656,664.3448923,390.1351913,398.7770363,298.9134771,525.7460205,1286.391393,1936.608308,2411.02551,2257.105823,1231.746485,1212.906536,494.0481525,201.3530409,237.3288536,89.22115252,117.1755303,396.7904946,118.3333304,205.3608109,255.918079,222.1506262,232.7426575
Danio rerio,290.5714094,464.4925492,213.8874929,450.3106466,384.1117058,485.3636532,364.3618889,345.397293,294.8168787,439.4166812,472.8835555,424.3542391,481.0418303,582.5310878,436.1703616,735.9368381,1122.910066,688.8006212,516.9835868,554.1820066,663.5930564,977.3613718,1193.061467,959.0907005,488.5106625,387.6377812,741.3452871,350.3425935,431.4575137,491.8796988,582.49379,472.0470897,1000.079017,1029.031857,774.1199734,598.6902322
Tholera decimalis,369.0256899,572.0012105,298.8940606,371.3520675,294.2132215,205.7362351,446.8306292,411.3967757,293.4129888,413.1392717,840.199834,684.2712105,528.6992253,542.7125071,920.4591616,768.8703282,1007.739803,973.2738337,695.1530715,479.5253632,1050.312819,1037.599361,860.1140811,1308.473741,620.9107487,516.8503749,1472.012761,350.3425935,390.1760849,464.8391918,309.9508241,318.9854993,254.5911422,261.2776199,209.8846407,298.613221
Apteryx mantelli,463.4613979,744.2907317,153.5602513,541.6065038,215.2115231,179.656994,1040.605559,449.896474,242.8729525,160.5841692,465.6529201,339.4833913,789.3256039,648.8953889,1061.710062,615.6029317,505.3095297,434.6519643,838.2728215,211.048588,607.9174485,752.9748627,499.4210794,1207.084153,872.0143602,843.6822296,1803.024957,189.2980142,181.105623,137.7778214,452.9022817,201.9384008,182.8555165,186.244047,2037.516479,216.6409642
Chrysolina oricalcia,318.1756932,493.4371888,261.8750715,514.4644922,445.406127,244.8550967,293.8886018,384.9969826,308.8557777,402.9202791,590.019849,726.7066344,344.0268198,333.296268,381.8430923,701.7366752,725.5726581,540.0658958,433.7404669,518.2893895,591.3652408,778.5760081,668.669334,794.6751518,372.8508172,287.3080025,454.5697439,1501.670068,992.0859497,1615.992204,387.4385301,518.3514363,634.3679842,564.0916819,592.8559655,585.5161195
Acomys russatus,364.6671187,465.8708654,200.1767562,356.5473339,303.7479092,494.0567335,469.3221038,591.7953619,380.4541625,429.1976886,935.6442214,442.919737,525.7206381,591.3796613,1268.153685,805.6038365,729.8915429,410.1035145,708.296722,1546.253941,782.468003,680.6892759,560.4614335,824.8180024,785.2694762,557.8943753,1220.32146,179.409312,222.3870518,339.9378023,268.5349812,1277.228229,143.4712514,111.2104741,110.3938694,133.2049172
Chrysoteuchia culmella,1094.001356,1437.583765,633.4360368,973.4112334,301.0237127,567.9479165,830.6851295,494.9961205,408.5319605,908.030484,389.0081848,249.3081155,708.9037499,592.8544235,1088.097592,287.5347027,436.2073718,447.6482024,573.9394057,275.6552986,412.3004478,263.541202,220.5776434,400.0778351,1386.396304,583.736894,514.0604151,86.17297662,175.7789871,171.2565443,832.3248422,1164.039826,167.3831267,107.1908184,117.2083058,102.4653209
Sesia apiformis,264.4199825,562.3529973,1619.238007,954.9053165,561.184478,439.0005579,638.7578793,465.2963533,738.4460867,296.350785,694.1409989,686.9234245,801.2399526,669.5420604,507.5719154,592.8028231,683.8234377,824.5391083,776.9357858,620.2244218,457.4428325,484.9158116,350.9820363,490.5063868,429.1588998,614.1398572,427.1125111,248.6302276,330.2514302,240.7892766,621.2376431,325.4166586,113.9330526,120.5896707,174.4495715,130.2773366
Xylocampa areola,63.92571006,38.59285276,128.8809252,91.29585713,134.8477265,78.2377232,296.887465,118.7990689,120.7345313,127.0074793,212.5806809,124.6540577,409.5557379,175.4967075,128.8332385,110.2005248,146.8420856,167.5070693,283.3186888,40.19973105,97.80850038,135.5354753,113.7570236,189.0778809,5457.318492,7812.041402,76.27009126,177.9966402,105.2010604,154.5171829,277.8869457,69.45652001,156.1304795,123.2694412,564.2353327,108.3204821
Pyrgus malvae,156.9085611,599.5675339,174.1263564,474.9852026,202.9526389,311.5020461,172.4346388,222.1982586,231.6418333,381.0224378,780.9086237,334.1789633,247.2227363,222.6890994,287.1584231,571.2693872,477.9565922,249.8165775,389.9282985,545.5677785,571.8035407,259.0233528,252.4851012,330.2012269,127.8345659,270.5863727,392.0282691,2404.367315,844.2718015,3167.602249,279.2229406,617.391289,732.828647,424.743618,735.9591296,139.0600784
Barbus barbus,326.8928355,304.6078735,386.6427757,551.4763262,395.0084918,669.3671874,310.3823498,408.0968016,269.5468605,1056.935805,2537.953027,399.1582061,330.6231775,296.4272118,504.4675,638.4030403,536.9813521,363.8946678,430.8196557,739.3879103,446.9096094,468.3503646,502.1956409,796.0452814,576.7773866,387.6377812,636.0925611,365.8819827,520.6786662,459.688619,440.8783273,218.6594148,267.2503703,239.8394562,200.3444297,278.1201568
Pieris rapae,492.5185389,587.1626884,440.1146489,450.3106466,533.9425131,308.6043526,683.7408286,453.1964481,394.4930615,397.0808548,809.8311653,592.7698277,607.6317856,691.6634941,738.8508616,634.6030222,650.711987,554.5061604,534.5084541,650.3742201,477.0045326,424.6778226,324.6237016,448.0323701,587.4302671,472.7660782,726.0912688,265.5822886,400.8293569,333.4995863,530.3899877,645.6883897,291.1622455,276.0163574,253.4970335,264.9460441
Oryctolagus cuniculus,2.905714094,2.75663234,2.742147345,14.80473359,14.98308072,15.93731398,118.4550997,266.1979137,73.00227473,74.45266027,53.506702,10.60885598,564.4422715,697.5625431,1516.506915,922.1377248,804.752214,544.3979752,1250.107204,133.5205353,955.5138114,2048.091627,1319.304018,2414.168306,171.9679279,551.8137826,2568.776674,73.45893089,53.26635972,5.150572762,350.030672,29.5833326,16.87897076,14.73873753,32.70929465,77.58088584
Solanum dulcamara,418.4228295,315.6344029,441.4857226,386.1568011,179.7969687,370.9047618,272.8965588,274.9978447,248.4885121,505.1102049,540.8515283,885.839474,338.0696454,290.5281628,406.6784154,862.604108,505.3095297,379.7789588,332.9724796,354.619056,293.4255011,670.1476278,439.768006,402.8180942,404.8094587,232.5826687,1412.52209,589.0841189,573.9450259,481.5785532,160.3193918,230.2355015,978.9803038,840.1080394,756.4024388,850.4621636
Crocallis elinguaria,18.88714161,9.648213189,20.56610509,7.402366794,2.724196495,28.97693452,143.9454376,1950.284715,85.63728382,110.9490624,258.8567475,224.1120825,259.1370851,461.6005835,777.6560539,1113.405302,973.1887239,480.860811,448.344523,225.4056348,3492.515837,1414.086792,1405.315426,946.7595343,188.7081687,881.6859337,767.2771181,24.01541971,65.25129065,66.95744591,187.0392904,24.43840519,87.20801557,75.03357289,59.96704019,95.14636942
Craniophora ligustri,220.8342711,86.8339187,164.5288407,234.4082818,513.5110394,268.0366443,263.8999689,192.4984913,265.3351909,218.9784125,328.2708474,440.267523,257.6477915,247.7600576,187.8171308,378.735137,722.6934015,405.7714351,381.1658648,979.1505919,1477.660729,1406.557044,1057.107951,1041.298475,400.2439385,408.9198554,1420.149099,844.7777052,387.5127669,311.6096521,265.8629913,572.3731741,195.5147446,237.1596857,234.4166116,270.8012053
Ptycholaimellus sp. 1092,0,0,0,0,434.509341,395.5351562,362.8624573,3017.276353,650.0010231,424.8181203,462.7606659,400.4843131,488.4882983,1048.555958,1283.675762,202.6676318,253.374579,72.20132297,569.5581888,895.8797204,311.4824551,263.541202,428.6697598,221.9609907,35.00232162,484.9272635,1348.455214,252.8682429,141.1558532,112.0249576,688.0373896,267.5362252,818.6300816,281.3758983,204.4330916,300.0770112
Acleris literana,797.6185187,190.2076314,1196.947316,561.3461486,133.4856283,1824.098028,328.3755295,358.5971896,259.7196313,2388.324553,270.4257641,54.37038688,417.0022058,320.0234077,706.2545,751.1369105,614.7212797,304.6895829,337.3536965,228.2770441,729.8018874,582.8025437,500.8083601,678.2141382,544.8187451,773.7554142,347.7916162,29.66610671,23.96986187,20.60229105,137.6074779,460.471003,5.626323585,12.05896707,50.42682925,14.63790299
Gadus morhua,92.982851,121.2918229,60.3272416,123.3727799,228.8325056,205.7362351,532.2982328,1157.190931,334.1257959,255.4748146,449.7455222,543.7038688,1382.064454,631.198242,637.9573616,694.136639,667.9875265,353.7864826,522.8252092,483.8324772,625.9744024,385.5231297,416.1842328,404.1882238,983.1086854,515.3302267,346.2662143,583.4334319,511.3570533,806.0646372,324.6467683,249.5289793,427.6005925,237.1596857,239.8681608,223.9599157
Macrobrachium nipponense,283.3071241,369.3887335,230.340377,375.0532509,279.2301408,327.43936,422.8397229,377.297043,379.0502726,437.9568251,613.1578823,403.1365271,1024.633991,471.9239192,678.3147616,633.3363495,511.0680429,371.1148001,614.8307628,449.3755649,389.7292554,299.6839954,205.3175549,557.6427358,873.5362003,583.736894,292.8771504,241.5668689,398.1660389,444.2369007,583.829785,911.9383831,246.1516569,168.825539,943.1179957,196.1479
Cylindrotheca closterium,47.94428254,15.16147787,82.26442036,38.24556177,106.2436633,73.89118302,338.871551,729.2942843,200.7562555,173.722874,156.1817247,226.7642965,759.5397321,731.4820748,852.1620231,833.4706359,901.2073094,538.6218694,465.8693904,457.989793,696.6974719,1200.241931,1326.240422,749.4608759,652.8693901,644.5428205,501.8572005,306.5497693,179.773964,108.162028,216.4311789,123.4782578,457.1387913,420.7239623,313.4640737,617.7195061
Nymphalis urticae,154.002847,158.5063595,168.6420617,169.0207085,261.5228635,234.7131696,401.84768,461.9963792,335.5296858,410.2195595,488.7909534,852.6867991,384.2377468,468.9743947,543.2726923,886.6708892,885.3713982,605.0470865,531.5876429,554.1820066,678.640518,513.5288564,589.5943298,579.564809,429.1588998,457.5645966,251.6913012,521.275875,676.4827684,759.7094824,685.3653998,288.1159348,167.3831267,209.0220959,154.0062623,231.2788672
Silurus aristotelis,335.6099778,79.94233785,95.97515708,247.9792876,283.3164355,205.7362351,334.3732561,240.898112,140.3889899,116.7884867,182.2120122,266.5475064,262.1156722,253.6591066,305.7849154,239.4011401,441.965885,197.8316249,387.0074873,700.6238839,981.0944961,1174.640786,1710.517197,828.9283911,450.4646608,300.989336,840.4964057,1022.774345,442.1107856,442.9492575,1074.139925,438.6050615,182.8555165,258.5978494,407.5032958,141.987659
Accipiter gentilis,329.7985496,321.1476676,274.2147345,264.017749,192.0558529,211.531622,338.871551,358.5971896,307.4518878,418.978696,381.7775494,417.7237041,460.19172,495.5201152,746.6119,671.3365304,467.8791942,384.1110382,588.5434618,334.5191905,424.338417,796.6474048,491.0973947,782.3439857,249.5817715,323.7915584,1055.578063,354.5806087,374.196177,366.9783093,356.7106467,282.9710074,461.358534,558.732141,392.5115358,608.9367643
Geum urbanum,39.22714026,27.5663234,35.64791549,32.07692277,16.34517897,34.77232142,61.47669731,229.8981982,16.84667878,30.65697776,34.70704994,41.10931691,1349.299995,2392.064366,2947.642408,1490.873767,2111.934701,1428.142168,238.0461148,577.1532814,352.1106014,283.1185484,371.791248,193.1882697,156.7495272,267.5460764,222.7086665,76.28427439,38.61811079,18.02700467,32.06387835,52.73550593,60.48297854,72.35380243,24.53197099,51.23266046
Ostrinia furnacalis,61.01999597,82.69897019,89.11978872,30.84319498,668.7902396,211.531622,170.9352071,311.2975603,216.1990444,112.4089184,174.9813768,306.3307163,208.5011029,314.1243587,378.7386769,435.7354084,518.2661843,420.2116997,470.2506072,140.6990587,329.539409,704.7844715,417.5715136,941.279016,502.2072232,436.2825224,666.6005976,647.0036605,655.1762245,723.6554731,371.4065909,96.4673889,1036.650121,692.720664,592.8559655,914.8689367
Heterocephalus glaber,114.7757067,206.7474255,180.9817248,192.4615366,181.1590669,236.1620163,266.8988322,311.2975603,206.3718151,367.8837331,280.5486537,506.5728729,232.3298004,249.2348198,239.0399846,377.4684643,441.965885,304.6895829,229.2836811,291.4480501,326.5299167,308.7196937,244.1614166,260.3246187,146.0966467,188.498372,288.300945,1590.668388,826.9602346,2010.01102,142.9514576,424.4565112,884.7393838,578.8304195,565.59822,386.4406389
Schistosoma turkestanicum,220.8342711,606.4591147,97.34623076,270.186388,237.0050951,354.9674478,613.2675414,326.6974396,279.3740898,348.905604,467.0990471,628.5747166,695.5001076,443.9034365,322.8592,633.3363495,702.5386054,521.2935519,518.4439924,694.8810652,379.1960322,364.4398336,294.1035245,327.4609677,308.9335343,407.3997073,706.2610451,286.7723648,326.2564533,370.8412389,376.7505706,446.3224526,199.7344873,294.7747506,192.1671061,199.0754806
Hediste diversicolor,17.43428456,4.13494851,24.67932611,22.20710038,43.58714392,15.93731398,143.9454376,246.3980689,51.94392625,40.87597034,50.61444783,42.43542391,239.7762684,210.8910014,277.8451769,306.5347931,257.6934639,154.5108312,173.7882679,162.2346289,287.4065165,543.6478509,602.0798568,382.2661506,322.6300949,206.74015,193.7260318,392.7227459,5566.33459,3139.274098,46.7598226,32.1557963,61.88955944,66.99426151,49.06394197,39.52233807
Abrostola triplasia,97.34142214,143.3448817,28.79254713,56.75147876,147.1066107,81.13541665,595.2743617,804.093698,117.9267515,207.2995639,75.19860821,90.1752758,2646.474713,1470.337961,1850.231569,138.0673242,149.7213421,153.0668047,1054.412852,119.1634885,76.74205414,293.6601965,264.9706282,216.4804724,1366.612383,674.9457837,337.1138034,69.22091565,66.58294964,81.121521,531.7259827,51.44927408,53.45007406,58.95495013,35.4350692,26.34822538
Alsophila aescularia,212.1171288,458.9792846,212.5164193,529.2692258,314.6446952,121.703125,182.9306603,222.1982586,349.5685848,183.9418665,662.3262031,590.1176137,303.8158928,343.6196037,487.3932154,948.7378515,401.6562929,215.1599425,591.464273,990.6362293,687.668995,501.4812586,547.9759065,896.0647401,413.9404991,416.5205963,683.3800177,218.9641209,342.2363612,253.6657085,324.6467683,308.6956445,42.19742689,50.91563875,80.41034934,33.66717687
Amphipyra tragopoginis,23.24571275,50.99769828,37.01898916,35.77810617,55.84602815,37.67001487,130.4505528,122.0990431,78.61783433,108.0293502,122.9208019,214.8293335,308.2837736,268.4067291,260.7708923,1520.007239,1877.27529,968.9417543,202.9963801,312.9836203,445.4048633,1603.836458,1555.14175,1275.590632,150.662167,120.0917048,86.94790404,194.9487012,177.1106461,265.2544972,144.2874526,73.31521556,327.7333488,396.6060281,253.4970335,161.0169329
Steromphala cineraria,122.0399919,194.3425799,60.3272416,70.32248454,143.020316,56.50502231,175.4335021,161.6987327,65.98282524,83.21179677,186.5503934,54.37038688,670.1821165,407.0343803,549.4815231,119.0672337,220.2631283,166.0630428,271.6354439,302.9336875,103.827485,207.8210621,195.6065894,197.2986584,544.8187451,226.5020761,146.4385752,230.2654949,85.22617554,145.5036805,200.3992397,54.02173778,63.29614033,61.63472059,7277.818059,62.94298285
Pheosia tremula,220.8342711,343.2007263,220.7428613,335.5739613,294.2132215,269.485491,398.8488167,431.1966206,409.9358504,214.5988443,267.53351,525.1383708,495.9347662,567.7834653,395.8129616,557.3359875,693.9008357,678.6924359,441.0424949,353.1833513,311.4824551,501.4812586,478.6118677,489.1362572,340.8921757,224.9819279,433.2141184,326.3271738,459.4223525,356.6771638,297.9268697,285.5434711,253.1845613,253.2383085,193.5299933,269.337415
Salmo trutta,235.3628416,315.6344029,152.1891777,313.366861,100.7952703,113.0100446,139.4471427,592.8953533,154.4278889,376.6428696,354.3011348,262.5691854,354.451875,364.2662752,462.5578923,497.8023707,475.0773356,333.5701121,236.5857092,234.0198629,1101.474189,733.3975163,585.4324875,635.7401215,572.2118664,506.2093378,323.385187,313.613128,279.6483885,310.3220089,244.4870724,87.46376593,399.4689745,364.4487826,573.7755436,436.209509
Yponomeuta sedellus,209.2114147,53.75433062,61.69831527,171.4881641,213.8494249,89.828497,563.7862973,706.1944653,143.1967697,401.460423,28.92254162,25.19603294,2569.031447,1495.408919,1651.548985,98.80047051,59.02475988,111.1900374,1104.066643,27.27838892,88.78002342,117.4640786,74.91316191,198.668788,1569.017112,612.6197091,215.0816574,49.44351118,34.62313382,92.71030972,513.0220536,36.01449186,8.439485378,26.7977046,24.53197099,26.34822538
Nycteola revayana,101.6999933,249.4752267,152.1891777,381.2218899,182.5211652,350.6209077,244.4073576,232.098181,348.1646949,297.8106411,827.1846903,407.1148481,242.7548555,371.6400864,372.5298462,480.0689529,686.7026942,564.6143456,556.4145383,801.1232115,872.7527726,355.4041352,285.7798399,434.3310744,261.7564921,153.5349643,634.5671593,209.0754187,225.0503698,117.1755303,211.0871991,1124.166639,120.9659571,171.5053095,246.6825971,175.6548359
Cyprideis torosa,495.424253,723.6159892,171.3842091,483.6212972,433.1472428,172.4127604,697.2357134,358.5971896,254.1040717,154.7447449,232.82646,165.7633746,668.6928229,533.8639336,842.848777,267.2679395,318.157852,358.1185619,579.7810281,282.833822,288.9112627,474.3741635,535.4903795,571.3440316,704.6119525,504.6891896,459.1459494,241.5668689,243.6935957,175.1194739,312.6228139,138.91304,150.5041559,147.3873753,119.9340804,174.1910456
Procanace dianneae,0,0,0,1.233727799,0,4.346540178,0,257.3979827,1.403889899,2.919712167,18.79965205,0,16.38222952,0,7.761038462,5.066690796,1.43962829,2.888052919,0,30.14979828,31.59966935,63.24988847,45.78026561,5.480518288,310.4553743,1114.268602,22.88102738,274.0583191,6996.536349,3942.763449,0,56.59420149,30.94477972,25.45781937,13.62887277,4.391370896
Caradrina clavipalpis,209.2114147,352.8489395,71.29583098,231.9408262,172.9864775,181.1058407,349.3675725,360.7971723,245.6807323,255.4748146,306.5789412,408.4409551,431.8951418,466.0248702,315.0981616,371.1351008,431.8884869,456.3123612,543.2708878,495.3181147,660.5835641,623.4631863,539.6522219,724.7985436,220.6668102,302.5094841,315.7581778,257.1062581,360.8795871,424.9222529,332.6627379,194.2210096,507.7757036,424.743618,298.4723137,368.8751553
