Species,FDMP22H001643-1a_L1_CXD_0801,FDMP22H001643-1a_L1_CXD_0802,FDMP22H001643-1a_L1_CXD_0803,FDMP22H001643-1a_L1_CXD_0804,FDMP22H001643-1a_L1_CXD_0805,FDMP22H001643-1a_L1_CXD_0806,FDMP22H001643-1a_L1_CXD_0807,FDMP22H001643-1a_L1_CXD_0808,FDMP22H001643-1a_L1_CXD_0809,FDMP22H001643-1a_L1_CXD_0810,FDMP22H001643-1a_L1_CXD_0811,FDMP22H001643-1a_L1_CXD_0812,FDMP22H001643-1a_L1_CXD_1001,FDMP22H001970-1a_L1_CXD_1002,FDMP22H001970-1a_L1_CXD_1003,FDMP22H001970-1a_L1_CXD_1004,FDMP22H001643-1a_L1_CXD_1005,FDMP22H001643-1a_L1_CXD_1006,FDMP22H001643-1a_L1_CXD_1007,FDMP22H001643-1a_L1_CXD_1008,FDMP22H001643-1a_L1_CXD_1009,FDMP22H001643-1a_L1_CXD_1010,FDMP22H001970-1a_L1_CXD_1011,FDMP22H001643-1a_L1_CXD_1012,FDMP22H001970-1a_L1_CXD_1013,FDMP22H001970-1a_L1_CXD_1014,FDMP22H001970-1a_L1_CXD_1015,FDMP22H001970-1a_L1_CXD_1201,FDMP22H001643-1a_L1_CXD_1202,FDMP22H001643-1a_L1_CXD_1203,FDMP22H001643-1a_L1_CXD_1204,FDMP22H001643-1a_L1_CXD_1205,FDMP22H001643-1a_L1_CXD_1206,FDMP22H001643-1a_L1_CXD_1207,FDMP22H001970-1a_L1_CXD_1208,FDMP22H001643-1a_L1_CXD_1209,FDMP22H001643-1a_L1_CXD_1210,FDMP22H001643-1a_L1_CXD_1211,FDMP22H001643-1a_L1_CXD_1212,FDMP22H001643-1a_L1_CXD_1213,FDMP22H001643-1a_L1_CXD_1214,FDMP22H001643-1a_L1_CXD_1215,FDMP22H001643-1a_L1_CXD_0202,FDMP22H001643-1a_L1_CXD_0203,FDMP22H001643-1a_L1_CXD_0204,FDMP22H001643-1a_L1_CXD_0205,FDMP22H001643-1a_L1_CXD_0206,FDMP22H001643-1a_L1_CXD_0207,FDMP22H001644-1a_L1_CXD_0208,FDMP22H001644-1a_L1_CXD_0209,FDMP22H001644-1a_L1_CXD_0210,FDMP22H001644-1a_L1_CXD_0211,FDMP22H001644-1a_L1_CXD_0212,FDMP22H001644-1a_L1_CXD_0213,FDMP22H001644-1a_L1_CXD_0214,FDMP22H001644-1a_L1_CXD_0215,FDMP22H001644-1a_L1_CXD_1401,FDMP22H001644-1a_L1_CXD_1402,FDMP22H001644-1a_L1_CXD_1403,FDMP22H001644-1a_L1_CXD_1404,FDMP22H001644-1a_L1_CXD_1405,FDMP22H001644-1a_L1_CXD_1406,FDMP22H001644-1a_L1_CXD_1407,FDMP22H001644-1a_L1_CXD_1408,FDMP22H001644-1a_L1_CXD_1409,FDMP22H001644-1a_L1_CXD_1410,FDMP22H001644-1a_L1_CXD_1411,FDMP22H001644-1a_L1_CXD_1412,FDMP22H001644-1a_L1_CXD_1413,FDMP22H001644-1a_L1_CXD_1414,FDMP22H001644-1a_L1_CXD_1415,FDMP22H001644-1a_L1_CXD_1601,FDMP22H001644-1a_L1_CXD_1602,FDMP22H001644-1a_L1_CXD_1603,FDMP22H001644-1a_L1_CXD_1604,FDMP22H001644-1a_L1_CXD_1605,FDMP22H001644-1a_L1_CXD_1606,FDMP22H001644-1a_L1_CXD_1607,FDMP22H001644-1a_L1_CXD_1608,FDMP22H001644-1a_L1_CXD_1609,FDMP22H001644-1a_L1_CXD_1610,FDMP22H001644-1a_L1_CXD_1611,FDMP22H001644-1a_L1_CXD_1612,FDMP22H001644-1a_L1_CXD_1613,FDMP22H001644-1a_L1_CXD_1614
Labyrinthulomycetes_LAB11,0,9,0,8,0,0,0,4,2,8,4,0,5,9,9,0,3,2,10,0,0,21,5,0,9,12,13,0,6,0,0,0,0,0,4,2,0,0,5,2,0,0,0,0,0,4,0,4,7,2,12,0,6,0,0,3,0,10,8,5,11,0,18,14,15,0,0,0,2,0,0,5,0,37,9,11,11,11,0,2,13,8,2,0,6
Labyrinthulomycetes_LAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,0,4,2,0,0,0,0,0,0,2,0,0,0
Labyrinthulomycetes_LAB4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,4,2,0
Labyrinthulomycetes_LAB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labyrinthulomycetes_LAB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Labyrinthulomycetes_LAB9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Labyrinthulomycetes_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacrymariidae,3,0,2,0,0,4,0,0,0,4,9,4,5,34,35,20,10,10,6,9,3,12,91,4,26,48,37,46,3,9,21,9,10,13,104,4,4,0,2,6,0,0,0,0,0,11,6,4,19,16,10,13,14,7,8,4,36,8,20,25,20,101,20,23,18,14,12,13,55,4,14,23,20,100,38,59,36,26,4,43,140,64,108,87,2
Lecudinidae,1984,1647,2599,712,5482,1997,2111,11916,9567,4942,2416,4959,274,114,112,93,957,373,442,2146,1282,1130,182,680,1419,1120,596,177,961,253,307,1947,1611,1079,1054,627,509,368,682,112,1172,417,555,2862,2037,1737,678,1064,137,0,394,67,15,7,59,190,83,32,23,13,260,12,61,161,37,22,182,390,191,53,727,7,516,40,80,171,49,53,111,1199,230,92,121,48,4199
Lepidochromonadaceae,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptocylindraceae,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4
Licmophoraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnofilidae,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,17,0,0,11,0
Lingulodiniaceae,15,10,17,21,0,7,13,12,525,5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Liosphaeroidea_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Lithodesmiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litostomatea_XX,10,6,18,9,9,12,14,11,11,0,8,10,0,20,0,2,8,6,14,0,7,0,13,3,0,8,9,10,0,0,0,0,6,0,21,0,0,7,0,0,0,9,6,0,0,0,0,6,5,0,3,0,0,5,20,7,7,12,6,0,3,3,4,0,6,9,29,3,18,16,104,5,4,0,0,0,0,0,5,8,17,28,10,6,0
Lynchellidae_1,23,55,0,23,5,9,21,10,12,24,5,2,210,603,87,160,22,37,66,40,33,26,67,15,28,66,14,62,73,71,362,130,204,230,75,12,25,27,0,24,9,8,59,19,35,48,15,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,12,0,11,0,5,0,0,0,0,7,0,0
Lynnellidae,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrostomorpha,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,7,14,9,0,4,13,68,13,15,15,21,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malacostraca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,3,0,0,11,0,0,0,161,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0
Mamiellaceae,10,9,9,20,4,0,2,0,10,6,0,6,0,11,7,5,8,7,6,0,7,24,15,8,10,12,26,9,10,0,6,5,2,4,18,5,6,3,0,0,4,0,0,0,0,5,0,6,3,0,8,0,0,0,0,3,4,0,0,0,9,9,0,6,6,0,0,2,0,4,0,9,0,15,3,16,0,10,2,4,6,6,10,3,11
Mammalia,8,28,7,58,15,0,0,0,0,6,0,0,0,7,10,0,43,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,52,3,0,4,2,0,0,0,0,0,0,0,34,12,35,0,0,0,0,0,3,0,0,0
Margolisiellidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariager-Fjord-lineage,1455,573,232,767,98,100,80,40,53,127,110,311,73,29,0,65,88,46,10,30,12,48,45,35,90,88,14,16,21,7,16,0,0,0,31,29,75,18,4,16,7,10,5,0,0,0,2,0,0,0,0,7,0,0,0,2,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,8,11,8,0,12,14
Marimonadida_X,49,90,24,37,57,67,9,47,28,39,65,22,55,105,82,55,81,54,32,55,22,92,93,55,160,142,81,63,47,18,37,49,16,32,84,28,41,22,15,3,44,11,32,12,22,48,50,34,34,18,11,17,26,35,43,20,53,18,0,12,0,9,0,0,7,8,13,13,12,3,6,0,16,0,0,0,3,3,0,21,12,0,4,3,30
Marsupiomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,3,0,0,0,2,4,2,0,2,0,0,0,0
Massiteriidae,14,21,8,19,17,10,0,2,12,9,5,21,37,43,38,34,33,30,18,18,13,29,54,30,58,74,41,30,0,12,17,13,22,17,27,16,9,9,15,20,21,15,17,24,5,37,30,13,15,0,11,10,25,17,15,25,17,35,14,0,0,17,5,8,0,0,0,6,0,0,0,0,4,0,2,0,4,6,0,0,4,6,0,7,13
MAST-1,52,98,32,30,28,48,41,62,55,32,29,51,16,13,15,17,22,27,22,21,8,26,39,0,30,33,25,22,14,12,10,12,17,12,26,10,9,23,15,12,10,0,21,5,13,15,17,9,25,0,11,8,0,19,15,10,0,17,7,0,16,8,10,0,28,21,26,17,23,24,18,11,26,0,0,11,14,13,5,41,20,32,0,12,12
MAST-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAST-12,31,54,41,17,33,7,13,37,25,18,28,39,16,35,13,14,10,5,23,33,3,32,44,16,39,75,16,6,14,9,19,20,6,19,60,38,21,41,19,12,30,25,26,35,33,51,43,66,14,20,12,34,26,37,17,21,10,21,10,11,21,24,11,8,26,15,11,27,17,10,32,8,14,41,7,21,34,29,7,46,36,34,38,12,25
MAST-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9
MAST-22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAST-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAST-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,4,16,0,0,0,0,2,4,0,4,0,0,0,13,0,0,7,0,2,0,0,0,0,0,0,30
MAST-6,35,42,40,14,12,24,28,27,12,4,42,39,7,12,7,19,21,22,16,18,10,30,20,5,18,28,32,24,7,16,12,11,5,12,19,18,16,45,18,5,21,0,15,0,10,10,10,10,4,4,5,0,4,3,5,20,0,18,7,21,3,4,0,0,11,9,0,10,18,20,10,6,20,26,5,20,4,19,7,24,18,18,21,9,7
MAST-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAST-9,0,2,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mataza-lineage,25,42,28,33,24,20,23,18,38,24,44,25,21,31,9,5,19,33,26,32,0,57,31,15,36,40,26,23,19,8,8,22,0,12,46,12,14,22,4,6,17,14,0,0,6,5,26,4,13,14,0,0,0,0,10,29,0,3,2,7,5,13,0,20,9,6,0,49,21,26,32,17,27,29,6,40,14,0,0,87,20,10,25,20,48
Maxillopoda,661,110,689,189,253,18,522,45,79,18,70,775,284,1468,772,1315,243,208,6784,178,238,134,756,834,1140,521,536,2720,846,176,1294,397,276,301,246,4611,5792,998,15923,970,375,467,1190,431,353,343,305,5510,1908,9933,1148,6771,6055,1018,2818,764,2892,7140,2954,5424,10779,1430,1643,13490,5842,2934,2336,2839,1453,2166,3711,790,4167,6334,10618,7643,17406,6734,644,3292,4862,1837,1961,1855,8810
Melosiraceae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0
Metazoa_XXX,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metopidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metopiidae,0,0,0,0,0,0,2,0,0,0,2,0,0,9,6,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metromonadea_XX,13,21,5,0,11,0,0,9,2,4,8,0,41,69,62,55,14,26,26,31,0,0,43,17,14,41,10,25,4,9,10,0,4,0,0,15,7,7,0,15,0,5,0,6,0,0,12,7,6,6,0,0,6,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microhelida_X,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOCH-3_XX,2,8,10,6,0,7,4,9,3,0,0,8,0,0,6,2,0,2,0,0,0,5,5,0,0,10,8,4,0,0,0,0,0,4,16,0,3,6,3,2,0,5,0,0,0,0,4,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,6,0,6,7,5,0,0,0,7,7,4,0,4,0,0,9,13,13,11,5,0
MOCH-5_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_A,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosigidae_Group_M,0,0,0,0,0,5,4,0,0,7,0,9,4,0,0,0,0,4,0,12,2,0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,4,2,4,4,0
Mytiloida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAMAKO-1-lineage_XX,0,0,0,0,0,0,0,12,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,7,10,0,0,3,0,4,3,0,0,0,0,0
Nanofilidae,76,40,12,61,31,23,11,7,14,3,17,16,82,57,24,42,65,19,9,9,23,84,69,19,26,22,47,32,27,17,10,0,7,14,43,6,17,7,0,16,14,6,0,0,4,9,6,0,8,4,3,15,0,0,0,0,5,7,0,6,0,2,10,8,2,2,0,0,6,8,0,11,26,48,24,40,10,22,0,15,44,34,49,26,2
Naviculaceae,16459,19003,19753,19808,15877,16159,11368,11939,10903,7688,13464,15849,11147,16781,20094,13375,17883,14581,13510,12488,8356,10571,9698,10196,12113,10461,12119,18487,15021,11270,12919,12376,12064,10280,8229,10226,20699,21162,15469,25298,23274,19365,29310,24034,23933,22239,21878,19038,22994,16877,41258,28989,30108,27618,20312,28654,28965,27991,19043,31802,19631,32484,11365,20883,20662,12118,8451,10341,8414,6203,4411,47365,21326,23549,20592,25074,14230,14521,4053,14149,11310,10662,5754,12758,8692
NC12A-lineage,65,109,64,69,44,48,38,30,54,37,58,82,21,25,50,37,31,35,24,46,7,60,40,45,56,79,74,24,11,16,8,8,32,24,85,43,14,28,20,25,8,4,13,6,14,7,15,39,2,0,6,3,31,50,3,21,0,10,2,0,11,3,12,5,50,73,8,41,11,43,22,0,46,10,21,50,69,137,8,120,54,72,36,26,34
NC12B-lineage,0,2,0,0,3,0,0,4,0,3,3,8,3,0,0,4,0,10,5,5,3,0,0,0,0,4,0,2,0,2,0,0,0,2,0,9,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,7,0,0,0,5,0,0,0,11,32,8,0,5,31,5,0,0,0,3,0,7,8,0,14,0,0,0,0
Nebulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Nemertea_XX,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,14,4,11,9,17,17,111,13,17,6,10,9,0
Neovahlkampfiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Nephroselmidaceae_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nephroselmidales_X,0,6,9,9,0,12,4,7,5,5,6,0,13,30,29,25,13,25,10,19,12,20,24,11,15,39,9,20,3,0,0,0,0,0,18,0,0,0,0,0,8,7,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,8,0,0,6,9,0,7,0,4,0,0,0,26,12,38,7,38,21,13,0,9,22,20,27,24,18
Nibbleridae,9,4,4,0,6,3,4,4,2,2,0,19,12,50,17,11,15,13,0,6,0,4,26,8,9,15,0,11,6,3,0,0,2,9,10,0,2,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,3,6,3,6,0,2,5,0,0,4,9,0,5,3,0,22,0,13,5,2,0,14,8,7,4,3,0
Noctilucaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolandellidae,6,10,6,20,0,8,10,3,0,5,9,5,0,0,0,15,0,11,2,0,0,19,0,2,21,32,26,0,4,2,5,0,7,0,0,9,0,0,0,0,2,0,0,5,4,0,0,4,0,0,0,0,7,0,14,7,55,152,6,6,20,0,0,9,11,0,0,0,5,0,2,11,0,9,0,0,0,0,0,5,2,7,0,0,14
Novel-clade-10_X,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
