,distance,similarity1,similarity18
526,0.301029996,-0.189601452,-0.207151098
527,0.301029996,-0.207920337,-0.239126387
528,0.301029996,-0.170594238,-0.245693277
529,0.602059991,-0.160014409,-0.267299968
530,0.602059991,-0.181882085,-0.259282929
531,0.602059991,-0.163670937,-0.230100444
532,0.602059991,-0.239253848,-0.288542849
533,0.602059991,-0.278286121,-0.382928303
534,0.602059991,-0.262810719,-0.367590917
535,0.77815125,-0.1821012,-0.224714086
536,0.77815125,-0.197263324,-0.173828199
537,0.77815125,-0.273613468,-0.241242545
538,0.77815125,-0.259767694,-0.262169333
539,0.77815125,-0.30624242,-0.373890178
540,0.77815125,-0.26797222,-0.189173353
541,0.602059991,-0.241581509,-0.160714394
542,0.602059991,-0.190196264,-0.171471624
543,0.602059991,-0.23642034,-0.174781489
544,0.602059991,-0.195326403,-0.141143748
545,0.602059991,-0.184485302,-0.183546758
546,0.602059991,-0.197607736,-0.314715365
547,0.301029996,-0.142973159,-0.146624656
548,0.301029996,-0.142350984,-0.197398454
549,0.301029996,-0.172489262,-0.213828256
550,0.301029996,-0.184704434,-0.240440068
551,0.301029996,-0.150318785,-0.368583843
552,0.301029996,-0.117322002,-0.21159111
553,0,-0.130364558,-0.081399143
554,0,-0.108607391,-0.127221571
555,0,-0.128084599,-0.156729075
556,0,0,0
557,0,-0.050079737,-0.053534367
558,0,-0.086972929,-0.09314477
559,0.301029996,-0.117898084,-0.065803963
560,0.301029996,-0.142255629,-0.135828079
561,0.301029996,-0.104522063,-0.098463841
562,0.301029996,-0.136998665,-0.087528502
563,0.301029996,-0.156788819,-0.103728804
564,0.301029996,-0.126803815,-0.075031904
565,0.602059991,-0.21338378,-0.093877609
566,0.602059991,-0.199393044,-0.091084802
567,0.602059991,-0.157510803,-0.235168398
568,0.602059991,-0.185460678,-0.317922493
569,0.602059991,-0.21270964,-0.390645202
570,0.602059991,-0.190038156,-0.418571288
571,0.77815125,-0.198075567,-0.261478297
572,0.77815125,-0.183587459,-0.245235753
573,0.77815125,-0.219197252,-0.331043869
574,0.77815125,-0.204925236,-0.297944786
575,0.77815125,-0.255923596,-0.400666583
576,0.77815125,-0.215019735,-0.201927465
577,0.602059991,-0.2394736,-0.155797639
578,0.602059991,-0.197332089,-0.156068396
579,0.602059991,-0.242112814,-0.159910983
580,0.602059991,-0.19729522,-0.128014282
581,0.602059991,-0.186853017,-0.153317926
582,0.602059991,-0.203560227,-0.286366618
583,0.301029996,-0.140604564,-0.138437143
584,0.301029996,-0.137294251,-0.19902122
585,0.301029996,-0.181890796,-0.217069347
586,0.301029996,-0.187437802,-0.239105892
587,0.301029996,-0.153718604,-0.340517153
588,0.301029996,-0.13029145,-0.202247401
589,0,-0.116705726,-0.084646834
590,0,-0.097247694,-0.088889519
591,0,-0.121899214,-0.130449005
592,0,-0.050079737,-0.053534367
593,0,0,0
594,0,-0.085328335,-0.064293993
595,0.301029996,-0.109965276,-0.050019518
596,0.301029996,-0.14251519,-0.129986472
597,0.301029996,-0.102710921,-0.128363534
598,0.301029996,-0.132774563,-0.117061349
599,0.301029996,-0.151000101,-0.108739486
600,0.301029996,-0.113691836,-0.106287292
601,0.602059991,-0.211067872,-0.150200485
602,0.602059991,-0.198268449,-0.134231495
603,0.602059991,-0.148701373,-0.230602577
604,0.602059991,-0.186988673,-0.310081359
605,0.602059991,-0.224046506,-0.419967684
606,0.602059991,-0.203102756,-0.418075871
607,0.77815125,-0.202444235,-0.253143485
608,0.77815125,-0.185877883,-0.235757768
609,0.77815125,-0.239861003,-0.336677349
610,0.77815125,-0.223411334,-0.305567921
611,0.77815125,-0.268811305,-0.409799842
612,0.77815125,-0.233545549,-0.205346008
613,0.602059991,-0.189090031,-0.157221001
614,0.602059991,-0.157004209,-0.154277768
615,0.602059991,-0.193146569,-0.159552492
616,0.602059991,-0.152519133,-0.130114018
617,0.602059991,-0.127038186,-0.144097809
618,0.602059991,-0.152312396,-0.270636827
619,0.301029996,-0.094659107,-0.119233058
620,0.301029996,-0.122976038,-0.16489207
621,0.301029996,-0.11537061,-0.179597457
622,0.301029996,-0.147482822,-0.203378475
623,0.301029996,-0.117930738,-0.313059888
624,0.301029996,-0.095964225,-0.170525563
625,0,-0.109616834,-0.061739031
626,0,-0.074154658,-0.04926435
627,0,-0.12696371,-0.064403632
628,0,-0.086972929,-0.09314477
629,0,-0.085328335,-0.064293993
630,0,0,0
631,0.301029996,-0.09013816,-0.090254815
632,0.301029996,-0.122577415,-0.172841806
633,0.301029996,-0.123149601,-0.175488982
634,0.301029996,-0.159619969,-0.154733171
635,0.301029996,-0.180665429,-0.155104594
636,0.301029996,-0.143164208,-0.16139932
637,0.602059991,-0.21623202,-0.190582302
638,0.602059991,-0.199153584,-0.176836403
639,0.602059991,-0.160658769,-0.210937573
640,0.602059991,-0.153641503,-0.283814886
641,0.602059991,-0.206676479,-0.396112142
642,0.602059991,-0.188309069,-0.381645894
643,0.77815125,-0.172385807,-0.23484357
644,0.77815125,-0.154333694,-0.21051522
645,0.77815125,-0.18915208,-0.290107295
646,0.77815125,-0.170614299,-0.270152271
647,0.77815125,-0.224731866,-0.385763002
648,0.77815125,-0.176436884,-0.172244016
649,0.77815125,-0.192223821,-0.156169974
650,0.77815125,-0.154502335,-0.163340093
651,0.77815125,-0.206407613,-0.158104474
652,0.77815125,-0.153909899,-0.137009129
653,0.77815125,-0.142965868,-0.139234328
654,0.77815125,-0.165668794,-0.24633879
655,0.602059991,-0.099204984,-0.139902486
656,0.602059991,-0.135761519,-0.175878595
657,0.602059991,-0.134780305,-0.209346293
658,0.602059991,-0.161715704,-0.215164458
659,0.602059991,-0.13646845,-0.283428877
660,0.602059991,-0.127101785,-0.192510993
661,0.301029996,-0.10272486,-0.085020372
662,0.301029996,-0.085646789,-0.120884607
663,0.301029996,-0.125720425,-0.158478792
664,0.301029996,-0.117898084,-0.065803963
665,0.301029996,-0.109965276,-0.050019518
666,0.301029996,-0.09013816,-0.090254815
667,0,0,0
668,0,-0.118233231,-0.129779289
669,0,-0.116183226,-0.117216111
