,distance,similarity1,similarity18
670,0,-0.140296192,-0.100484718
671,0,-0.1677799,-0.089005547
672,0,-0.108674524,-0.110107822
673,0.301029996,-0.162728034,-0.14730429
674,0.301029996,-0.159910268,-0.130720374
675,0.301029996,-0.134292181,-0.21701091
676,0.301029996,-0.185658058,-0.276427062
677,0.301029996,-0.229735894,-0.395024973
678,0.301029996,-0.207770369,-0.372244117
679,0.602059991,-0.165822091,-0.235493468
680,0.602059991,-0.161571216,-0.216446423
681,0.602059991,-0.213336444,-0.308082939
682,0.602059991,-0.200541272,-0.270108247
683,0.602059991,-0.251166018,-0.379148964
684,0.602059991,-0.206013152,-0.192510993
685,0.77815125,-0.22400901,-0.215591359
686,0.77815125,-0.170831151,-0.220452588
687,0.77815125,-0.211195363,-0.212688957
688,0.77815125,-0.175265671,-0.17756504
689,0.77815125,-0.169457984,-0.21315204
690,0.77815125,-0.169186924,-0.360540616
691,0.602059991,-0.157895065,-0.190545648
692,0.602059991,-0.186654031,-0.238900997
693,0.602059991,-0.155946169,-0.250295227
694,0.602059991,-0.15552983,-0.222657033
695,0.602059991,-0.130390131,-0.406683787
696,0.602059991,-0.141500574,-0.258425021
697,0.301029996,-0.173358876,-0.140555339
698,0.301029996,-0.148077356,-0.214389347
699,0.301029996,-0.180140938,-0.257953893
700,0.301029996,-0.142255629,-0.135828079
701,0.301029996,-0.14251519,-0.129986472
702,0.301029996,-0.122577415,-0.172841806
703,0,-0.118233231,-0.129779289
704,0,0,0
705,0,-0.122971533,-0.150367522
706,0,-0.17709671,-0.136766185
707,0,-0.192710742,-0.121259416
708,0,-0.159021525,-0.147370653
709,0.301029996,-0.221163653,-0.158785293
710,0.301029996,-0.209948984,-0.112122547
711,0.301029996,-0.140416103,-0.101051059
712,0.301029996,-0.176091201,-0.318906507
713,0.301029996,-0.236597602,-0.429330008
714,0.301029996,-0.214674653,-0.417457394
715,0.602059991,-0.190864839,-0.165825925
716,0.602059991,-0.132959426,-0.25973401
717,0.602059991,-0.225429008,-0.321277278
718,0.602059991,-0.213593272,-0.330208906
719,0.602059991,-0.26045301,-0.439483394
720,0.602059991,-0.219099986,-0.214796108
721,0.77815125,-0.235647403,-0.216855116
722,0.77815125,-0.191203088,-0.216135296
723,0.77815125,-0.223889381,-0.206713388
724,0.77815125,-0.186453665,-0.176073533
725,0.77815125,-0.188788264,-0.214350628
726,0.77815125,-0.194444959,-0.336703007
727,0.602059991,-0.172926482,-0.179472385
728,0.602059991,-0.163594151,-0.218611026
729,0.602059991,-0.180691301,-0.236022228
730,0.602059991,-0.181210005,-0.267715676
731,0.602059991,-0.163795543,-0.375626686
732,0.602059991,-0.157522359,-0.251284725
733,0.301029996,-0.1690613,-0.160628854
734,0.301029996,-0.149012167,-0.216816176
735,0.301029996,-0.161280513,-0.261241007
736,0.301029996,-0.104522063,-0.098463841
737,0.301029996,-0.102710921,-0.128363534
738,0.301029996,-0.123149601,-0.175488982
739,0,-0.116183226,-0.117216111
740,0,-0.122971533,-0.150367522
741,0,0,0
742,0,-0.126931267,-0.054605113
743,0,-0.150544819,-0.111465208
744,0,-0.117343457,-0.073657553
745,0.301029996,-0.200086359,-0.112535804
746,0.301029996,-0.183973062,-0.077977527
747,0.301029996,-0.133321245,-0.2157467
748,0.301029996,-0.194378976,-0.336343937
749,0.301029996,-0.246973081,-0.469216789
750,0.301029996,-0.226034718,-0.461693063
751,0.602059991,-0.192347758,-0.249580823
752,0.602059991,-0.163647906,-0.276248432
753,0.602059991,-0.25807796,-0.350307583
754,0.602059991,-0.242004662,-0.328846056
755,0.602059991,-0.283504486,-0.447422825
756,0.602059991,-0.247702207,-0.22388218
757,0.77815125,-0.298393483,-0.199002533
758,0.77815125,-0.263764774,-0.205573606
759,0.77815125,-0.303382511,-0.205061679
760,0.77815125,-0.262942759,-0.164995733
761,0.77815125,-0.244245599,-0.162772421
762,0.77815125,-0.268915747,-0.299025647
763,0.602059991,-0.208395099,-0.168761591
764,0.602059991,-0.188748525,-0.177404991
765,0.602059991,-0.241864806,-0.190967356
766,0.602059991,-0.243092552,-0.220845419
767,0.602059991,-0.234097173,-0.358027034
768,0.602059991,-0.207934273,-0.201363446
769,0.301029996,-0.19020103,-0.134424708
770,0.301029996,-0.180009638,-0.184593947
771,0.301029996,-0.189601452,-0.207151098
772,0.301029996,-0.136998665,-0.087528502
773,0.301029996,-0.132774563,-0.117061349
774,0.301029996,-0.159619969,-0.154733171
775,0,-0.140296192,-0.100484718
776,0,-0.17709671,-0.136766185
777,0,-0.126931267,-0.054605113
778,0,0,0
779,0,-0.065180666,-0.091784972
780,0,-0.073249279,-0.054511317
781,0.301029996,-0.179739704,-0.109347103
782,0.301029996,-0.173877507,-0.077299251
783,0.301029996,-0.143563236,-0.180098105
784,0.301029996,-0.219235286,-0.30604585
785,0.301029996,-0.279189476,-0.438314625
786,0.301029996,-0.265090736,-0.42847338
787,0.602059991,-0.25361743,-0.217127792
788,0.602059991,-0.252295363,-0.212708243
789,0.602059991,-0.28044497,-0.292256071
790,0.602059991,-0.262521276,-0.311895104
791,0.602059991,-0.308809757,-0.44643068
792,0.602059991,-0.273232696,-0.198684977
793,0.77815125,-0.314913519,-0.179633198
794,0.77815125,-0.287116658,-0.188388522
795,0.77815125,-0.317036848,-0.187041194
796,0.77815125,-0.282972534,-0.154513843
797,0.77815125,-0.258782173,-0.194762758
798,0.77815125,-0.280407859,-0.272956959
799,0.602059991,-0.223982409,-0.119559754
800,0.602059991,-0.194275798,-0.175967193
801,0.602059991,-0.256761105,-0.195893035
802,0.602059991,-0.255878623,-0.191793622
803,0.602059991,-0.24853608,-0.311096123
804,0.602059991,-0.227192535,-0.229538744
805,0.301029996,-0.210534322,-0.125482684
806,0.301029996,-0.199919487,-0.199600915
807,0.301029996,-0.207920337,-0.239126387
808,0.301029996,-0.156788819,-0.103728804
809,0.301029996,-0.151000101,-0.108739486
810,0.301029996,-0.180665429,-0.155104594
811,0,-0.1677799,-0.089005547
812,0,-0.192710742,-0.121259416
813,0,-0.150544819,-0.111465208
814,0,-0.065180666,-0.091784972
815,0,0,0
816,0,-0.109017828,-0.066202922
817,0.301029996,-0.204039216,-0.084244922
818,0.301029996,-0.187180038,-0.097738029
819,0.301029996,-0.17402985,-0.19890911
820,0.301029996,-0.212187829,-0.195930143
821,0.301029996,-0.281186518,-0.274221669
822,0.301029996,-0.261166598,-0.281797807
823,0.602059991,-0.226715334,-0.223249414
824,0.602059991,-0.27107399,-0.173052987
825,0.602059991,-0.284312298,-0.249832831
826,0.602059991,-0.263678096,-0.246901793
827,0.602059991,-0.297685347,-0.331576046
828,0.602059991,-0.278207559,-0.178865404
829,0.77815125,-0.273582936,-0.16556632
830,0.77815125,-0.237408075,-0.179204494
831,0.77815125,-0.286777064,-0.184431287
832,0.77815125,-0.238410217,-0.146558407
833,0.77815125,-0.22948859,-0.189082021
834,0.77815125,-0.253547202,-0.326458781
835,0.602059991,-0.177966444,-0.130528802
836,0.602059991,-0.173721012,-0.189648591
837,0.602059991,-0.227134025,-0.203812835
838,0.602059991,-0.23020519,-0.245526849
839,0.602059991,-0.200685659,-0.37968686
840,0.602059991,-0.1912357,-0.232314183
841,0.301029996,-0.160758981,-0.145037466
842,0.301029996,-0.154710642,-0.202209749
843,0.301029996,-0.170594238,-0.245693277
844,0.301029996,-0.126803815,-0.075031904
845,0.301029996,-0.113691836,-0.106287292
846,0.301029996,-0.143164208,-0.16139932
847,0,-0.108674524,-0.110107822
848,0,-0.159021525,-0.147370653
849,0,-0.117343457,-0.073657553
850,0,-0.073249279,-0.054511317
851,0,-0.109017828,-0.066202922
852,0,0,0
853,0.301029996,-0.153748998,-0.069602018
854,0.301029996,-0.166920623,-0.074933592
855,0.301029996,-0.130621241,-0.234316243
856,0.301029996,-0.222086471,-0.265162086
857,0.301029996,-0.269914639,-0.354831802
858,0.301029996,-0.253082585,-0.37355488
859,0.602059991,-0.234241203,-0.260250106
860,0.602059991,-0.232160087,-0.204417887
861,0.602059991,-0.282440056,-0.292209749
862,0.602059991,-0.267171735,-0.297757084
863,0.602059991,-0.307453254,-0.413428003
864,0.602059991,-0.274005406,-0.211264219
865,0.903089987,-0.235678352,-0.18394367
866,0.903089987,-0.222134582,-0.198965161
867,0.903089987,-0.248423373,-0.200406291
868,0.903089987,-0.210948791,-0.178241456
869,0.903089987,-0.233386243,-0.243534669
870,0.903089987,-0.244245977,-0.361762108
871,0.77815125,-0.202304995,-0.138047219
872,0.77815125,-0.225370335,-0.198199753
873,0.77815125,-0.240643668,-0.212033767
874,0.77815125,-0.231208837,-0.236001879
875,0.77815125,-0.253634242,-0.410589966
876,0.77815125,-0.250569877,-0.244654146
877,0.602059991,-0.182204558,-0.151840218
878,0.602059991,-0.191321115,-0.243783192
879,0.602059991,-0.160014409,-0.267299968
880,0.602059991,-0.21338378,-0.093877609
881,0.602059991,-0.211067872,-0.150200485
882,0.602059991,-0.21623202,-0.190582302
883,0.301029996,-0.162728034,-0.14730429
884,0.301029996,-0.221163653,-0.158785293
885,0.301029996,-0.200086359,-0.112535804
886,0.301029996,-0.179739704,-0.109347103
887,0.301029996,-0.204039216,-0.084244922
888,0.301029996,-0.153748998,-0.069602018
889,0,0,0
890,0,-0.109815646,-0.062420705
891,0,-0.170595635,-0.227618411
892,0,-0.283870703,-0.271033684
893,0,-0.33427309,-0.286412322
894,0,-0.318145987,-0.322666228
895,0.301029996,-0.211156067,-0.249307979
896,0.301029996,-0.236662716,-0.196914664
897,0.301029996,-0.323232749,-0.239803257
898,0.301029996,-0.309192122,-0.27211586
899,0.301029996,-0.341882665,-0.377623833
900,0.301029996,-0.316768255,-0.184955633
901,0.903089987,-0.23524632,-0.196896068
902,0.903089987,-0.22907868,-0.201588965
903,0.903089987,-0.239757962,-0.201532574
904,0.903089987,-0.208703984,-0.174216324
905,0.903089987,-0.21118433,-0.224179106
906,0.903089987,-0.233473827,-0.343373852
907,0.77815125,-0.197787746,-0.17066559
908,0.77815125,-0.203371127,-0.215416667
909,0.77815125,-0.220929011,-0.223526136
910,0.77815125,-0.228864118,-0.209193224
911,0.77815125,-0.250275411,-0.387490051
912,0.77815125,-0.244780504,-0.248071836
913,0.602059991,-0.192427695,-0.14569809
914,0.602059991,-0.186430763,-0.227478719
915,0.602059991,-0.181882085,-0.259282929
916,0.602059991,-0.199393044,-0.091084802
917,0.602059991,-0.198268449,-0.134231495
918,0.602059991,-0.199153584,-0.176836403
919,0.301029996,-0.159910268,-0.130720374
920,0.301029996,-0.209948984,-0.112122547
921,0.301029996,-0.183973062,-0.077977527
922,0.301029996,-0.173877507,-0.077299251
923,0.301029996,-0.187180038,-0.097738029
924,0.301029996,-0.166920623,-0.074933592
925,0,-0.109815646,-0.062420705
926,0,0,0
927,0,-0.15128827,-0.182736019
928,0,-0.26481429,-0.30793883
929,0,-0.319211248,-0.384701403
930,0,-0.300183962,-0.388240576
931,0.301029996,-0.162637897,-0.199451242
932,0.301029996,-0.243202094,-0.239146882
933,0.301029996,-0.293268377,-0.280961995
934,0.301029996,-0.282894455,-0.296702772
935,0.301029996,-0.321127638,-0.389542636
936,0.301029996,-0.28807004,-0.18432288
937,0.903089987,-0.257266408,-0.234600109
938,0.903089987,-0.20889922,-0.225825779
939,0.903089987,-0.254747618,-0.222676766
940,0.903089987,-0.208098255,-0.224476236
941,0.903089987,-0.219543088,-0.184232562
942,0.903089987,-0.217655264,-0.317259541
943,0.77815125,-0.181136484,-0.215222647
944,0.77815125,-0.184420678,-0.125750967
945,0.77815125,-0.212383098,-0.133250656
946,0.77815125,-0.202195466,-0.134827512
947,0.77815125,-0.201128378,-0.365995963
948,0.77815125,-0.199318698,-0.213229269
949,0.602059991,-0.17675092,-0.170315607
950,0.602059991,-0.160800867,-0.210400104
951,0.602059991,-0.163670937,-0.230100444
952,0.602059991,-0.157510803,-0.235168398
953,0.602059991,-0.148701373,-0.230602577
954,0.602059991,-0.160658769,-0.210937573
955,0.301029996,-0.134292181,-0.21701091
956,0.301029996,-0.140416103,-0.101051059
957,0.301029996,-0.133321245,-0.2157467
958,0.301029996,-0.143563236,-0.180098105
959,0.301029996,-0.17402985,-0.19890911
960,0.301029996,-0.130621241,-0.234316243
961,0,-0.170595635,-0.227618411
962,0,-0.15128827,-0.182736019
963,0,0,0
964,0,-0.226917073,-0.313157095
965,0,-0.287594215,-0.44232097
966,0,-0.271828493,-0.406382445
967,0.301029996,-0.20843482,-0.067305403
968,0.301029996,-0.168601176,-0.190454027
969,0.301029996,-0.280387314,-0.22859752
970,0.301029996,-0.264729659,-0.325582556
971,0.301029996,-0.31135358,-0.444157313
972,0.301029996,-0.272597288,-0.198050562
973,0.903089987,-0.22743206,-0.284405918
974,0.903089987,-0.211972548,-0.288382122
975,0.903089987,-0.232968647,-0.290245606
976,0.903089987,-0.203269534,-0.29038396
977,0.903089987,-0.147989099,-0.274733035
978,0.903089987,-0.173463386,-0.248867592
979,0.77815125,-0.177017279,-0.231085171
980,0.77815125,-0.190356919,-0.257419139
981,0.77815125,-0.149662233,-0.250106006
982,0.77815125,-0.195148276,-0.207341545
983,0.77815125,-0.185615423,-0.295137745
984,0.77815125,-0.121553007,-0.260680655
985,0.602059991,-0.22981117,-0.244924081
986,0.602059991,-0.192319825,-0.2800377
987,0.602059991,-0.239253848,-0.288542849
988,0.602059991,-0.185460678,-0.317922493
989,0.602059991,-0.186988673,-0.310081359
990,0.602059991,-0.153641503,-0.283814886
991,0.301029996,-0.185658058,-0.276427062
992,0.301029996,-0.176091201,-0.318906507
993,0.301029996,-0.194378976,-0.336343937
994,0.301029996,-0.219235286,-0.30604585
995,0.301029996,-0.212187829,-0.195930143
996,0.301029996,-0.222086471,-0.265162086
997,0,-0.283870703,-0.271033684
998,0,-0.26481429,-0.30793883
999,0,-0.226917073,-0.313157095
1000,0,0,0
1001,0,-0.175934241,-0.194171001
1002,0,-0.132437846,-0.156898642
1003,0.301029996,-0.195621314,-0.299049174
1004,0.301029996,-0.175332835,-0.17414573
1005,0.301029996,-0.140113272,-0.213847591
1006,0.301029996,-0.120055057,-0.222538654
1007,0.301029996,-0.161515644,-0.31020204
1008,0.301029996,-0.128038196,-0.250484531
1009,0.903089987,-0.285482776,-0.30774676
1010,0.903089987,-0.24659553,-0.329198977
1011,0.903089987,-0.290426283,-0.331474628
1012,0.903089987,-0.250670909,-0.366105772
1013,0.903089987,-0.215507746,-0.389484684
1014,0.903089987,-0.237762167,-0.165116704
1015,0.77815125,-0.231690437,-0.2717622
1016,0.77815125,-0.251508791,-0.336420856
1017,0.77815125,-0.212883567,-0.341424066
1018,0.77815125,-0.244413055,-0.283156606
1019,0.77815125,-0.217990344,-0.186823101
1020,0.77815125,-0.163085278,-0.289692628
1021,0.602059991,-0.267237346,-0.335703479
1022,0.602059991,-0.238831392,-0.396053307
1023,0.602059991,-0.278286121,-0.382928303
1024,0.602059991,-0.21270964,-0.390645202
1025,0.602059991,-0.224046506,-0.419967684
1026,0.602059991,-0.206676479,-0.396112142
1027,0.301029996,-0.229735894,-0.395024973
1028,0.301029996,-0.236597602,-0.429330008
1029,0.301029996,-0.246973081,-0.469216789
1030,0.301029996,-0.279189476,-0.438314625
1031,0.301029996,-0.281186518,-0.274221669
1032,0.301029996,-0.269914639,-0.354831802
1033,0,-0.33427309,-0.286412322
1034,0,-0.319211248,-0.384701403
1035,0,-0.287594215,-0.44232097
1036,0,-0.175934241,-0.194171001
1037,0,0,0
1038,0,-0.088109572,-0.120962666
1039,0.301029996,-0.256223688,-0.413703639
1040,0.301029996,-0.235157316,-0.24064569
1041,0.301029996,-0.219304857,-0.227418864
1042,0.301029996,-0.205311798,-0.22723935
1043,0.301029996,-0.247661225,-0.104344473
1044,0.301029996,-0.220790341,-0.278935629
1045,0.903089987,-0.25806701,-0.326634238
1046,0.903089987,-0.219761181,-0.318561848
1047,0.903089987,-0.262425629,-0.322219295
1048,0.903089987,-0.222118336,-0.359214442
1049,0.903089987,-0.195030683,-0.363696365
1050,0.903089987,-0.212337034,-0.258039514
1051,0.77815125,-0.211461944,-0.271386751
1052,0.77815125,-0.234715517,-0.331576046
1053,0.77815125,-0.191359566,-0.333711299
1054,0.77815125,-0.223558317,-0.256202358
1055,0.77815125,-0.195241954,-0.284929425
1056,0.77815125,-0.142820953,-0.268438642
1057,0.602059991,-0.250588928,-0.325307536
1058,0.602059991,-0.222620568,-0.373136121
1059,0.602059991,-0.262810719,-0.367590917
1060,0.602059991,-0.190038156,-0.418571288
1061,0.602059991,-0.203102756,-0.418075871
1062,0.602059991,-0.188309069,-0.381645894
1063,0.301029996,-0.207770369,-0.372244117
1064,0.301029996,-0.214674653,-0.417457394
1065,0.301029996,-0.226034718,-0.461693063
1066,0.301029996,-0.265090736,-0.42847338
1067,0.301029996,-0.261166598,-0.281797807
1068,0.301029996,-0.253082585,-0.37355488
1069,0,-0.318145987,-0.322666228
1070,0,-0.300183962,-0.388240576
1071,0,-0.271828493,-0.406382445
1072,0,-0.132437846,-0.156898642
1073,0,-0.088109572,-0.120962666
1074,0,0,0
1075,0.301029996,-0.219691538,-0.384672747
1076,0.301029996,-0.209368965,-0.213499677
1077,0.301029996,-0.185195361,-0.18642355
1078,0.301029996,-0.176438477,-0.209575997
1079,0.301029996,-0.202559588,-0.188680386
1080,0.301029996,-0.191920661,-0.251685375
1081,1,-0.173330099,-0.251685375
1082,1,-0.152301491,-0.244529617
1083,1,-0.189955382,-0.229398432
1084,1,-0.143194456,-0.243410461
1085,1,-0.15117949,-0.18432288
1086,1,-0.173544608,-0.302782522
1087,0.903089987,-0.161225409,-0.232960305
1088,0.903089987,-0.196129524,-0.104254321
1089,0.903089987,-0.156845099,-0.101155466
1090,0.903089987,-0.179300645,-0.125861484
1091,0.903089987,-0.189589892,-0.35336292
1092,0.903089987,-0.179058353,-0.19816245
1093,0.77815125,-0.186569083,-0.186586958
1094,0.77815125,-0.168177573,-0.213229269
1095,0.77815125,-0.1821012,-0.224714086
1096,0.77815125,-0.198075567,-0.261478297
1097,0.77815125,-0.202444235,-0.253143485
1098,0.77815125,-0.172385807,-0.23484357
1099,0.602059991,-0.165822091,-0.235493468
1100,0.602059991,-0.190864839,-0.165825925
1101,0.602059991,-0.192347758,-0.249580823
1102,0.602059991,-0.25361743,-0.217127792
1103,0.602059991,-0.226715334,-0.223249414
1104,0.602059991,-0.234241203,-0.260250106
1105,0.301029996,-0.211156067,-0.249307979
1106,0.301029996,-0.162637897,-0.199451242
1107,0.301029996,-0.20843482,-0.067305403
1108,0.301029996,-0.195621314,-0.299049174
1109,0.301029996,-0.256223688,-0.413703639
1110,0.301029996,-0.219691538,-0.384672747
1111,0,0,0
1112,0,-0.172910541,-0.176392711
1113,0,-0.225627012,-0.206257116
1114,0,-0.213286247,-0.299991296
1115,0,-0.240548582,-0.402961841
1116,0,-0.224860272,-0.184286751
1117,1,-0.177135798,-0.171945429
1118,1,-0.127316505,-0.171436548
1119,1,-0.153093033,-0.179990774
1120,1,-0.123559946,-0.176712123
1121,1,-0.140788755,-0.145681562
1122,1,-0.109830807,-0.211187339
1123,0.903089987,-0.169307236,-0.138697288
1124,0.903089987,-0.218099745,-0.129604058
1125,0.903089987,-0.125606075,-0.119948997
1126,0.903089987,-0.121542988,-0.08539423
1127,0.903089987,-0.140895647,-0.281662161
1128,0.903089987,-0.136665578,-0.120993893
1129,0.77815125,-0.2057994,-0.158240552
1130,0.77815125,-0.173884816,-0.192713543
1131,0.77815125,-0.197263324,-0.173828199
1132,0.77815125,-0.183587459,-0.245235753
1133,0.77815125,-0.185877883,-0.235757768
1134,0.77815125,-0.154333694,-0.21051522
1135,0.602059991,-0.161571216,-0.216446423
1136,0.602059991,-0.132959426,-0.25973401
1137,0.602059991,-0.163647906,-0.276248432
1138,0.602059991,-0.252295363,-0.212708243
1139,0.602059991,-0.27107399,-0.173052987
1140,0.602059991,-0.232160087,-0.204417887
1141,0.301029996,-0.236662716,-0.196914664
1142,0.301029996,-0.243202094,-0.239146882
1143,0.301029996,-0.168601176,-0.190454027
1144,0.301029996,-0.175332835,-0.17414573
1145,0.301029996,-0.235157316,-0.24064569
1146,0.301029996,-0.209368965,-0.213499677
1147,0,-0.172910541,-0.176392711
1148,0,0,0
1149,0,-0.204599363,-0.101498693
1150,0,-0.185536887,-0.171506703
1151,0,-0.226723309,-0.289692628
1152,0,-0.197586078,-0.137268419
1153,1,-0.226409965,-0.261262573
1154,1,-0.218537762,-0.253736581
1155,1,-0.229677377,-0.25176977
1156,1,-0.217622402,-0.281752587
1157,1,-0.151156985,-0.240337293
1158,1,-0.178660941,-0.260250106
1159,0.903089987,-0.181517793,-0.198348995
1160,0.903089987,-0.216826,-0.181262554
1161,0.903089987,-0.143856985,-0.174304582
1162,0.903089987,-0.206466632,-0.137511644
1163,0.903089987,-0.205064421,-0.303043638
1164,0.903089987,-0.137500218,-0.154277768
1165,0.77815125,-0.256840812,-0.22680085
1166,0.77815125,-0.217348713,-0.276896316
1167,0.77815125,-0.273613468,-0.241242545
1168,0.77815125,-0.219197252,-0.331043869
1169,0.77815125,-0.239861003,-0.336677349
1170,0.77815125,-0.18915208,-0.290107295
1171,0.602059991,-0.213336444,-0.308082939
1172,0.602059991,-0.225429008,-0.321277278
1173,0.602059991,-0.25807796,-0.350307583
1174,0.602059991,-0.28044497,-0.292256071
1175,0.602059991,-0.284312298,-0.249832831
1176,0.602059991,-0.282440056,-0.292209749
1177,0.301029996,-0.323232749,-0.239803257
1178,0.301029996,-0.293268377,-0.280961995
1179,0.301029996,-0.280387314,-0.22859752
1180,0.301029996,-0.140113272,-0.213847591
1181,0.301029996,-0.219304857,-0.227418864
1182,0.301029996,-0.185195361,-0.18642355
1183,0,-0.225627012,-0.206257116
1184,0,-0.204599363,-0.101498693
1185,0,0,0
1186,0,-0.050758683,-0.099919114
1187,0,-0.120057518,-0.235473144
1188,0,-0.060116121,-0.113348156
1189,1,-0.215190041,-0.220060111
1190,1,-0.205241724,-0.214912395
1191,1,-0.218683692,-0.224000926
1192,1,-0.202714772,-0.242500683
1193,1,-0.135626506,-0.263598077
1194,1,-0.161309882,-0.257526037
1195,0.903089987,-0.166129585,-0.185897429
1196,0.903089987,-0.201284625,-0.231991483
1197,0.903089987,-0.129204083,-0.230964472
1198,0.903089987,-0.191598423,-0.19452226
1199,0.903089987,-0.189536373,-0.299755573
1200,0.903089987,-0.121563196,-0.165410631
1201,0.77815125,-0.243307251,-0.224773569
1202,0.77815125,-0.202408618,-0.274243889
1203,0.77815125,-0.259767694,-0.262169333
1204,0.77815125,-0.204925236,-0.297944786
1205,0.77815125,-0.223411334,-0.305567921
1206,0.77815125,-0.170614299,-0.270152271
1207,0.602059991,-0.200541272,-0.270108247
1208,0.602059991,-0.213593272,-0.330208906
1209,0.602059991,-0.242004662,-0.328846056
1210,0.602059991,-0.262521276,-0.311895104
1211,0.602059991,-0.263678096,-0.246901793
1212,0.602059991,-0.267171735,-0.297757084
1213,0.301029996,-0.309192122,-0.27211586
1214,0.301029996,-0.282894455,-0.296702772
1215,0.301029996,-0.264729659,-0.325582556
1216,0.301029996,-0.120055057,-0.222538654
1217,0.301029996,-0.205311798,-0.22723935
1218,0.301029996,-0.176438477,-0.209575997
1219,0,-0.213286247,-0.299991296
1220,0,-0.185536887,-0.171506703
1221,0,-0.050758683,-0.099919114
1222,0,0,0
1223,0,-0.110255833,-0.191444562
1224,0,-0.05563865,-0.108830574
1225,1,-0.261303941,-0.322666228
1226,1,-0.254937239,-0.317873351
1227,1,-0.263529474,-0.320633915
1228,1,-0.247472182,-0.348880285
1229,1,-0.195282945,-0.372996625
1230,1,-0.20165277,-0.123232489
1231,0.903089987,-0.222373479,-0.302047495
1232,0.903089987,-0.247187388,-0.343452025
1233,0.903089987,-0.187902342,-0.344521813
1234,0.903089987,-0.23782279,-0.27918279
1235,0.903089987,-0.201656392,-0.12814125
1236,0.903089987,-0.181044043,-0.277522778
1237,0.77815125,-0.288671305,-0.336856985
1238,0.77815125,-0.255097378,-0.388356157
1239,0.77815125,-0.30624242,-0.373890178
1240,0.77815125,-0.255923596,-0.400666583
1241,0.77815125,-0.268811305,-0.409799842
1242,0.77815125,-0.224731866,-0.385763002
1243,0.602059991,-0.251166018,-0.379148964
1244,0.602059991,-0.26045301,-0.439483394
1245,0.602059991,-0.283504486,-0.447422825
1246,0.602059991,-0.308809757,-0.44643068
1247,0.602059991,-0.297685347,-0.331576046
1248,0.602059991,-0.307453254,-0.413428003
1249,0.301029996,-0.341882665,-0.377623833
1250,0.301029996,-0.321127638,-0.389542636
1251,0.301029996,-0.31135358,-0.444157313
1252,0.301029996,-0.161515644,-0.31020204
1253,0.301029996,-0.247661225,-0.104344473
1254,0.301029996,-0.202559588,-0.188680386
1255,0,-0.240548582,-0.402961841
1256,0,-0.226723309,-0.289692628
1257,0,-0.120057518,-0.235473144
1258,0,-0.110255833,-0.191444562
1259,0,0,0
1260,0,-0.128002686,-0.252170868
1261,1,-0.217643013,-0.153873365
1262,1,-0.2142949,-0.146972629
1263,1,-0.221365483,-0.147138428
1264,1,-0.212240815,-0.166987396
1265,1,-0.142631935,-0.157645523
1266,1,-0.165438654,-0.257568804
1267,0.903089987,-0.172135368,-0.127332464
1268,0.903089987,-0.205239195,-0.152847201
1269,0.903089987,-0.13432258,-0.151957579
1270,0.903089987,-0.194860998,-0.161639299
1271,0.903089987,-0.197743614,-0.309574865
1272,0.903089987,-0.131668814,-0.123892177
1273,0.77815125,-0.248053938,-0.12592465
1274,0.77815125,-0.2093141,-0.170718112
1275,0.77815125,-0.26797222,-0.189173353
1276,0.77815125,-0.215019735,-0.201927465
1277,0.77815125,-0.233545549,-0.205346008
1278,0.77815125,-0.176436884,-0.172244016
1279,0.602059991,-0.206013152,-0.192510993
1280,0.602059991,-0.219099986,-0.214796108
1281,0.602059991,-0.247702207,-0.22388218
1282,0.602059991,-0.273232696,-0.198684977
1283,0.602059991,-0.278207559,-0.178865404
1284,0.602059991,-0.274005406,-0.211264219
1285,0.301029996,-0.316768255,-0.184955633
1286,0.301029996,-0.28807004,-0.18432288
1287,0.301029996,-0.272597288,-0.198050562
1288,0.301029996,-0.128038196,-0.250484531
1289,0.301029996,-0.220790341,-0.278935629
1290,0.301029996,-0.191920661,-0.251685375
1291,0,-0.224860272,-0.184286751
1292,0,-0.197586078,-0.137268419
1293,0,-0.060116121,-0.113348156
1294,0,-0.05563865,-0.108830574
1295,0,-0.128002686,-0.252170868
1296,0,0,0
